"Step","STAS-simple_spread_n3_s123 - agent_reward","STAS-simple_spread_n3_s123 - agent_reward__MIN","STAS-simple_spread_n3_s123 - agent_reward__MAX"
"130708","-322.3307467556855","-322.3307467556855","-322.3307467556855"
"130872","-320.5851278883118","-320.5851278883118","-320.5851278883118"
"130954","-311.4918496174085","-311.4918496174085","-311.4918496174085"
"131036","-318.16580780784477","-318.16580780784477","-318.16580780784477"
"131118","-271.1994385893088","-271.1994385893088","-271.1994385893088"
"131200","-313.1413498297306","-313.1413498297306","-313.1413498297306"
"131364","-304.658314781627","-304.658314781627","-304.658314781627"
"131446","-313.64850160262233","-313.64850160262233","-313.64850160262233"
"131528","-322.4048799776532","-322.4048799776532","-322.4048799776532"
"131610","-308.8491256092932","-308.8491256092932","-308.8491256092932"
"131774","-268.2813756188953","-268.2813756188953","-268.2813756188953"
"131856","-322.39804763346007","-322.39804763346007","-322.39804763346007"
"131938","-296.0090343715559","-296.0090343715559","-296.0090343715559"
"132020","-325.8597110653073","-325.8597110653073","-325.8597110653073"
"132102","-278.9671715644578","-278.9671715644578","-278.9671715644578"
"132266","-314.99175872440156","-314.99175872440156","-314.99175872440156"
"132348","-305.36006088920783","-305.36006088920783","-305.36006088920783"
"132430","-313.852473392539","-313.852473392539","-313.852473392539"
"132512","-312.46530932616764","-312.46530932616764","-312.46530932616764"
"132676","-334.4094634460261","-334.4094634460261","-334.4094634460261"
"132758","-274.3485756066232","-274.3485756066232","-274.3485756066232"
"132840","-322.076806631784","-322.076806631784","-322.076806631784"
"132922","-343.8450635548907","-343.8450635548907","-343.8450635548907"
"133004","-295.3539174171492","-295.3539174171492","-295.3539174171492"
"133168","-340.63277691372423","-340.63277691372423","-340.63277691372423"
"133250","-294.7177743370797","-294.7177743370797","-294.7177743370797"
"133332","-302.39079669628615","-302.39079669628615","-302.39079669628615"
"133414","-301.1729481927251","-301.1729481927251","-301.1729481927251"
