"Step","STAS-simple_spread_n3_s123 - agent_reward","STAS-simple_spread_n3_s123 - agent_reward__MIN","STAS-simple_spread_n3_s123 - agent_reward__MAX"
"43460","-309.73884431392366","-309.73884431392366","-309.73884431392366"
"43542","-322.3168562892962","-322.3168562892962","-322.3168562892962"
"43624","-283.35325745373734","-283.35325745373734","-283.35325745373734"
"43706","-317.7602743402014","-317.7602743402014","-317.7602743402014"
"43870","-350.48110695817945","-350.48110695817945","-350.48110695817945"
"43952","-315.13865801088014","-315.13865801088014","-315.13865801088014"
"44034","-317.3578347142613","-317.3578347142613","-317.3578347142613"
"44116","-362.5082974688566","-362.5082974688566","-362.5082974688566"
"44280","-300.2542773207949","-300.2542773207949","-300.2542773207949"
"44362","-333.8866465575388","-333.8866465575388","-333.8866465575388"
"44444","-318.9528705372925","-318.9528705372925","-318.9528705372925"
"44526","-325.73757241675963","-325.73757241675963","-325.73757241675963"
"44608","-298.225113768846","-298.225113768846","-298.225113768846"
"44772","-328.51271530427016","-328.51271530427016","-328.51271530427016"
"44854","-325.14471685350406","-325.14471685350406","-325.14471685350406"
"44936","-320.7190131616198","-320.7190131616198","-320.7190131616198"
"45018","-323.64984670795207","-323.64984670795207","-323.64984670795207"
"45100","-315.81489151002273","-315.81489151002273","-315.81489151002273"
"45264","-304.12430941698267","-304.12430941698267","-304.12430941698267"
"45346","-301.6974512737227","-301.6974512737227","-301.6974512737227"
"45428","-321.99898175034946","-321.99898175034946","-321.99898175034946"
"45510","-319.54272835573113","-319.54272835573113","-319.54272835573113"
"45674","-318.63845818590397","-318.63845818590397","-318.63845818590397"
"45756","-315.1027956839646","-315.1027956839646","-315.1027956839646"
"45838","-287.28831105174754","-287.28831105174754","-287.28831105174754"
"45920","-323.6772274952151","-323.6772274952151","-323.6772274952151"
"46002","-304.827210449625","-304.827210449625","-304.827210449625"
"46166","-296.1964944114606","-296.1964944114606","-296.1964944114606"
"46248","-331.42656331772696","-331.42656331772696","-331.42656331772696"
"46330","-328.34226850977376","-328.34226850977376","-328.34226850977376"
"46412","-293.8450841695131","-293.8450841695131","-293.8450841695131"
"46576","-317.8144545215641","-317.8144545215641","-317.8144545215641"
"46658","-311.1921124968413","-311.1921124968413","-311.1921124968413"
"46740","-306.7936729177976","-306.7936729177976","-306.7936729177976"
"46822","-291.44926024142995","-291.44926024142995","-291.44926024142995"
"46904","-300.965466790687","-300.965466790687","-300.965466790687"
"47068","-298.2907995565149","-298.2907995565149","-298.2907995565149"
"47150","-298.72918970353146","-298.72918970353146","-298.72918970353146"
"47232","-358.4738552480118","-358.4738552480118","-358.4738552480118"
"47314","-326.5999051508704","-326.5999051508704","-326.5999051508704"
"47478","-311.75000797987735","-311.75000797987735","-311.75000797987735"
"47560","-334.93961971851496","-334.93961971851496","-334.93961971851496"
"47642","-293.30027384024567","-293.30027384024567","-293.30027384024567"
"47724","-308.77642853929706","-308.77642853929706","-308.77642853929706"
"47806","-288.3577920835153","-288.3577920835153","-288.3577920835153"
"47970","-331.452664914716","-331.452664914716","-331.452664914716"
"48052","-316.2854007789972","-316.2854007789972","-316.2854007789972"
"48134","-270.6946141242543","-270.6946141242543","-270.6946141242543"
"48216","-291.4097462413361","-291.4097462413361","-291.4097462413361"
"48380","-308.89182608178135","-308.89182608178135","-308.89182608178135"
"48462","-310.5499073751432","-310.5499073751432","-310.5499073751432"
"48544","-318.5086892895102","-318.5086892895102","-318.5086892895102"
"48626","-298.81568570345246","-298.81568570345246","-298.81568570345246"
"48708","-289.6798333618098","-289.6798333618098","-289.6798333618098"
"48872","-300.5285888176171","-300.5285888176171","-300.5285888176171"
"48954","-298.97412786832496","-298.97412786832496","-298.97412786832496"
"49036","-296.8941913299768","-296.8941913299768","-296.8941913299768"
"49118","-338.52396005709613","-338.52396005709613","-338.52396005709613"
"49200","-343.4032784115828","-343.4032784115828","-343.4032784115828"
"49364","-280.05139464088654","-280.05139464088654","-280.05139464088654"
"49446","-295.1742009090594","-295.1742009090594","-295.1742009090594"
"49528","-321.4557795243255","-321.4557795243255","-321.4557795243255"
"49610","-293.7450307712316","-293.7450307712316","-293.7450307712316"
"49774","-300.1941282515863","-300.1941282515863","-300.1941282515863"
"49856","-328.4840504713139","-328.4840504713139","-328.4840504713139"
"49938","-315.0344928177026","-315.0344928177026","-315.0344928177026"
"50020","-334.4417032336701","-334.4417032336701","-334.4417032336701"
"50102","-306.8926823560521","-306.8926823560521","-306.8926823560521"
"50266","-320.00619668103894","-320.00619668103894","-320.00619668103894"
"50348","-325.74377649804904","-325.74377649804904","-325.74377649804904"
"50430","-317.003967979296","-317.003967979296","-317.003967979296"
"50512","-314.35243749154927","-314.35243749154927","-314.35243749154927"
"50676","-308.79575246931165","-308.79575246931165","-308.79575246931165"
"50758","-315.6046495286848","-315.6046495286848","-315.6046495286848"
"50840","-300.9357337089771","-300.9357337089771","-300.9357337089771"
"50922","-311.2276492903533","-311.2276492903533","-311.2276492903533"
"51004","-303.0719726748839","-303.0719726748839","-303.0719726748839"
"51168","-324.2175240941851","-324.2175240941851","-324.2175240941851"
"51250","-308.77939213743053","-308.77939213743053","-308.77939213743053"
"51332","-336.20982505781564","-336.20982505781564","-336.20982505781564"
"51414","-291.0093595944322","-291.0093595944322","-291.0093595944322"
"51578","-314.37111692853625","-314.37111692853625","-314.37111692853625"
"51660","-329.8396583495399","-329.8396583495399","-329.8396583495399"
"51742","-293.52049185342827","-293.52049185342827","-293.52049185342827"
"51824","-323.1247637623368","-323.1247637623368","-323.1247637623368"
"51906","-310.53289172439577","-310.53289172439577","-310.53289172439577"
"52070","-301.6488609911956","-301.6488609911956","-301.6488609911956"
"52152","-315.2604623529587","-315.2604623529587","-315.2604623529587"
"52234","-261.99919833824634","-261.99919833824634","-261.99919833824634"
"52316","-311.9499549961979","-311.9499549961979","-311.9499549961979"
"52480","-297.7560752290637","-297.7560752290637","-297.7560752290637"
"52562","-329.6319151926281","-329.6319151926281","-329.6319151926281"
"52644","-328.6713119517073","-328.6713119517073","-328.6713119517073"
"52726","-304.15704109959745","-304.15704109959745","-304.15704109959745"
"52808","-318.6885707302879","-318.6885707302879","-318.6885707302879"
"52972","-324.3286718696596","-324.3286718696596","-324.3286718696596"
"53054","-303.793596141654","-303.793596141654","-303.793596141654"
"53136","-325.8678624777609","-325.8678624777609","-325.8678624777609"
"53218","-294.60661846095104","-294.60661846095104","-294.60661846095104"
"53300","-304.6559814357015","-304.6559814357015","-304.6559814357015"
"53464","-287.6869830039703","-287.6869830039703","-287.6869830039703"
"53546","-293.3614086154003","-293.3614086154003","-293.3614086154003"
"53628","-335.3109864331203","-335.3109864331203","-335.3109864331203"
"53710","-334.1691768124067","-334.1691768124067","-334.1691768124067"
"53874","-322.11829907109797","-322.11829907109797","-322.11829907109797"
"53956","-318.3100336817977","-318.3100336817977","-318.3100336817977"
"54038","-351.72287155952336","-351.72287155952336","-351.72287155952336"
"54120","-307.7591317164744","-307.7591317164744","-307.7591317164744"
"54202","-320.01917276039","-320.01917276039","-320.01917276039"
"54366","-315.40894586116804","-315.40894586116804","-315.40894586116804"
"54448","-308.7375546600116","-308.7375546600116","-308.7375546600116"
"54530","-296.3486952567294","-296.3486952567294","-296.3486952567294"
"54612","-325.7000471423067","-325.7000471423067","-325.7000471423067"
"54776","-300.828508978488","-300.828508978488","-300.828508978488"
"54858","-322.20314069742074","-322.20314069742074","-322.20314069742074"
"54940","-312.298233532308","-312.298233532308","-312.298233532308"
"55022","-300.5151262181894","-300.5151262181894","-300.5151262181894"
"55104","-333.13256499610486","-333.13256499610486","-333.13256499610486"
"55268","-303.5353215250287","-303.5353215250287","-303.5353215250287"
"55350","-338.88490001038735","-338.88490001038735","-338.88490001038735"
"55432","-319.12222881762534","-319.12222881762534","-319.12222881762534"
"55514","-291.61824133399523","-291.61824133399523","-291.61824133399523"
"55678","-279.51332881008625","-279.51332881008625","-279.51332881008625"
"55760","-283.9238584426992","-283.9238584426992","-283.9238584426992"
"55842","-307.9616433382647","-307.9616433382647","-307.9616433382647"
"55924","-305.7333648794012","-305.7333648794012","-305.7333648794012"
"56006","-334.60714392042394","-334.60714392042394","-334.60714392042394"
"56170","-278.45756783421047","-278.45756783421047","-278.45756783421047"
"56252","-312.2848328902657","-312.2848328902657","-312.2848328902657"
"56334","-305.542612345691","-305.542612345691","-305.542612345691"
"56416","-255.49139558772353","-255.49139558772353","-255.49139558772353"
"56580","-313.69585237358666","-313.69585237358666","-313.69585237358666"
"56662","-322.36509879230493","-322.36509879230493","-322.36509879230493"
"56744","-320.23979637106686","-320.23979637106686","-320.23979637106686"
"56826","-324.0781922032261","-324.0781922032261","-324.0781922032261"
"56908","-304.26169229516097","-304.26169229516097","-304.26169229516097"
"57072","-295.1240931261156","-295.1240931261156","-295.1240931261156"
"57154","-287.4393912806905","-287.4393912806905","-287.4393912806905"
"57236","-312.5902905661512","-312.5902905661512","-312.5902905661512"
"57318","-308.6569847862686","-308.6569847862686","-308.6569847862686"
"57400","-315.79663426223976","-315.79663426223976","-315.79663426223976"
"57564","-307.6461765318432","-307.6461765318432","-307.6461765318432"
"57646","-335.6080467086483","-335.6080467086483","-335.6080467086483"
"57728","-335.5893347243239","-335.5893347243239","-335.5893347243239"
"57810","-322.1179133642861","-322.1179133642861","-322.1179133642861"
"57974","-305.48357897848905","-305.48357897848905","-305.48357897848905"
"58056","-308.94080226663795","-308.94080226663795","-308.94080226663795"
"58138","-333.85824965568185","-333.85824965568185","-333.85824965568185"
"58220","-284.2413867100505","-284.2413867100505","-284.2413867100505"
"58302","-288.4612658590046","-288.4612658590046","-288.4612658590046"
"58466","-297.7123677498605","-297.7123677498605","-297.7123677498605"
"58548","-306.3942625758968","-306.3942625758968","-306.3942625758968"
"58630","-344.92999921645327","-344.92999921645327","-344.92999921645327"
"58712","-314.4014870903797","-314.4014870903797","-314.4014870903797"
"58876","-307.91012654815796","-307.91012654815796","-307.91012654815796"
"58958","-312.19450147055846","-312.19450147055846","-312.19450147055846"
"59040","-299.7014211517089","-299.7014211517089","-299.7014211517089"
"59122","-304.9857738260441","-304.9857738260441","-304.9857738260441"
"59204","-308.0007016572825","-308.0007016572825","-308.0007016572825"
"59368","-345.81603949804526","-345.81603949804526","-345.81603949804526"
"59450","-319.3294556890803","-319.3294556890803","-319.3294556890803"
"59532","-319.7051484134865","-319.7051484134865","-319.7051484134865"
"59614","-288.6545006584023","-288.6545006584023","-288.6545006584023"
"59778","-296.9830968818595","-296.9830968818595","-296.9830968818595"
"59860","-320.447992678648","-320.447992678648","-320.447992678648"
"59942","-313.592449640975","-313.592449640975","-313.592449640975"
"60024","-305.62544644113916","-305.62544644113916","-305.62544644113916"
"60106","-298.14139059329676","-298.14139059329676","-298.14139059329676"
"60270","-320.9060230038064","-320.9060230038064","-320.9060230038064"
"60352","-302.0897032131802","-302.0897032131802","-302.0897032131802"
"60434","-304.7872886521641","-304.7872886521641","-304.7872886521641"
"60516","-332.5123335388138","-332.5123335388138","-332.5123335388138"
"60680","-303.3066953700079","-303.3066953700079","-303.3066953700079"
"60762","-312.95585919858","-312.95585919858","-312.95585919858"
"60844","-324.40924724036495","-324.40924724036495","-324.40924724036495"
"60926","-290.1470328573095","-290.1470328573095","-290.1470328573095"
"61008","-302.5663235582761","-302.5663235582761","-302.5663235582761"
"61172","-329.45066796987334","-329.45066796987334","-329.45066796987334"
"61254","-315.0849334222597","-315.0849334222597","-315.0849334222597"
"61336","-307.1422120708479","-307.1422120708479","-307.1422120708479"
"61418","-309.05084929897026","-309.05084929897026","-309.05084929897026"
"61500","-293.41460274258674","-293.41460274258674","-293.41460274258674"
"61664","-318.9168545133136","-318.9168545133136","-318.9168545133136"
"61746","-318.3850859640413","-318.3850859640413","-318.3850859640413"
"61828","-322.1458643020536","-322.1458643020536","-322.1458643020536"
"61910","-283.39547693383093","-283.39547693383093","-283.39547693383093"
"62074","-306.52855060177075","-306.52855060177075","-306.52855060177075"
"62156","-299.0649145458468","-299.0649145458468","-299.0649145458468"
"62238","-331.14105693022526","-331.14105693022526","-331.14105693022526"
"62320","-296.1655473129656","-296.1655473129656","-296.1655473129656"
"62402","-311.1552664343788","-311.1552664343788","-311.1552664343788"
"62566","-315.6489594310668","-315.6489594310668","-315.6489594310668"
"62648","-289.9760652295979","-289.9760652295979","-289.9760652295979"
"62730","-333.5522787529724","-333.5522787529724","-333.5522787529724"
"62812","-349.87114821633327","-349.87114821633327","-349.87114821633327"
"62976","-326.3352127637136","-326.3352127637136","-326.3352127637136"
"63058","-324.92868982426353","-324.92868982426353","-324.92868982426353"
"63140","-313.9321858403938","-313.9321858403938","-313.9321858403938"
"63222","-295.88408703753146","-295.88408703753146","-295.88408703753146"
"63304","-325.219294446723","-325.219294446723","-325.219294446723"
"63468","-306.0624008834426","-306.0624008834426","-306.0624008834426"
"63550","-320.8178591779684","-320.8178591779684","-320.8178591779684"
"63632","-309.26145131334727","-309.26145131334727","-309.26145131334727"
"63714","-288.1308364873028","-288.1308364873028","-288.1308364873028"
"63878","-278.177704617757","-278.177704617757","-278.177704617757"
"63960","-336.05535158021917","-336.05535158021917","-336.05535158021917"
"64042","-298.3595189801303","-298.3595189801303","-298.3595189801303"
"64124","-316.05489407718056","-316.05489407718056","-316.05489407718056"
"64206","-306.1841727957805","-306.1841727957805","-306.1841727957805"
"64370","-325.50771728562853","-325.50771728562853","-325.50771728562853"
"64452","-315.41958180204097","-315.41958180204097","-315.41958180204097"
"64534","-315.82150492277566","-315.82150492277566","-315.82150492277566"
"64616","-304.9369783471142","-304.9369783471142","-304.9369783471142"
"64780","-316.77871594696614","-316.77871594696614","-316.77871594696614"
"64862","-324.5551712884515","-324.5551712884515","-324.5551712884515"
"64944","-324.5757440801198","-324.5757440801198","-324.5757440801198"
"65026","-319.18586563047205","-319.18586563047205","-319.18586563047205"
"65108","-298.7213095194529","-298.7213095194529","-298.7213095194529"
"65272","-295.7251452418684","-295.7251452418684","-295.7251452418684"
"65354","-331.3749979191457","-331.3749979191457","-331.3749979191457"
"65436","-292.91970599684925","-292.91970599684925","-292.91970599684925"
"65518","-280.9541482925497","-280.9541482925497","-280.9541482925497"
"65600","-293.66811986158785","-293.66811986158785","-293.66811986158785"
"65764","-294.20353095081947","-294.20353095081947","-294.20353095081947"
"65846","-318.9836511791589","-318.9836511791589","-318.9836511791589"
"65928","-298.5358852145201","-298.5358852145201","-298.5358852145201"
"66010","-313.2021955718203","-313.2021955718203","-313.2021955718203"
"66174","-319.07752102864515","-319.07752102864515","-319.07752102864515"
"66256","-314.78494004283266","-314.78494004283266","-314.78494004283266"
"66338","-326.573178141488","-326.573178141488","-326.573178141488"
"66420","-321.8554959711657","-321.8554959711657","-321.8554959711657"
"66502","-281.5403301477422","-281.5403301477422","-281.5403301477422"
"66666","-334.16987730457805","-334.16987730457805","-334.16987730457805"
"66748","-341.23619306322786","-341.23619306322786","-341.23619306322786"
"66830","-311.38495748019494","-311.38495748019494","-311.38495748019494"
"66912","-314.2113551145421","-314.2113551145421","-314.2113551145421"
"67076","-296.4204375068642","-296.4204375068642","-296.4204375068642"
"67158","-304.38230817973164","-304.38230817973164","-304.38230817973164"
"67240","-312.7311168436541","-312.7311168436541","-312.7311168436541"
"67322","-309.1568101065349","-309.1568101065349","-309.1568101065349"
"67404","-294.6920483441998","-294.6920483441998","-294.6920483441998"
"67568","-314.8876919359289","-314.8876919359289","-314.8876919359289"
"67650","-313.4001207058549","-313.4001207058549","-313.4001207058549"
"67732","-312.30383274745867","-312.30383274745867","-312.30383274745867"
"67814","-312.0791506165348","-312.0791506165348","-312.0791506165348"
"67978","-315.93555893328886","-315.93555893328886","-315.93555893328886"
"68060","-288.7461938556799","-288.7461938556799","-288.7461938556799"
"68142","-322.302805826808","-322.302805826808","-322.302805826808"
"68224","-302.50178356844594","-302.50178356844594","-302.50178356844594"
"68306","-330.39877268643176","-330.39877268643176","-330.39877268643176"
"68470","-311.4402835572357","-311.4402835572357","-311.4402835572357"
"68552","-311.10949324226044","-311.10949324226044","-311.10949324226044"
"68634","-315.49596507802454","-315.49596507802454","-315.49596507802454"
"68716","-302.794600272234","-302.794600272234","-302.794600272234"
"68880","-318.98002457502736","-318.98002457502736","-318.98002457502736"
"68962","-311.7088360782612","-311.7088360782612","-311.7088360782612"
"69044","-298.5278259032282","-298.5278259032282","-298.5278259032282"
"69126","-339.9435201519011","-339.9435201519011","-339.9435201519011"
"69208","-308.56575956628217","-308.56575956628217","-308.56575956628217"
"69372","-309.5305372079538","-309.5305372079538","-309.5305372079538"
"69454","-305.87410421344265","-305.87410421344265","-305.87410421344265"
"69536","-312.47121138321177","-312.47121138321177","-312.47121138321177"
"69618","-295.1726416585686","-295.1726416585686","-295.1726416585686"
"69700","-320.01988516211986","-320.01988516211986","-320.01988516211986"
"69864","-321.7464954845991","-321.7464954845991","-321.7464954845991"
"69946","-293.7050697655053","-293.7050697655053","-293.7050697655053"
"70028","-297.6548211781105","-297.6548211781105","-297.6548211781105"
"70110","-297.6842342753955","-297.6842342753955","-297.6842342753955"
"70274","-280.86625811071497","-280.86625811071497","-280.86625811071497"
"70356","-322.7578660956653","-322.7578660956653","-322.7578660956653"
"70438","-318.46008170494054","-318.46008170494054","-318.46008170494054"
"70520","-289.59982901784326","-289.59982901784326","-289.59982901784326"
"70602","-330.4356646186744","-330.4356646186744","-330.4356646186744"
"70766","-304.5179400165178","-304.5179400165178","-304.5179400165178"
"70848","-330.43129319621096","-330.43129319621096","-330.43129319621096"
"70930","-317.58333397542646","-317.58333397542646","-317.58333397542646"
"71012","-282.3594095146606","-282.3594095146606","-282.3594095146606"
"71176","-296.2964965070389","-296.2964965070389","-296.2964965070389"
"71258","-312.5137025431387","-312.5137025431387","-312.5137025431387"
"71340","-319.0900872026183","-319.0900872026183","-319.0900872026183"
"71422","-311.9464296633741","-311.9464296633741","-311.9464296633741"
"71504","-327.3455703925304","-327.3455703925304","-327.3455703925304"
"71668","-304.5468254011053","-304.5468254011053","-304.5468254011053"
"71750","-305.3003462447795","-305.3003462447795","-305.3003462447795"
"71832","-302.0874245790521","-302.0874245790521","-302.0874245790521"
"71914","-296.3023969802049","-296.3023969802049","-296.3023969802049"
"72078","-290.76986665565187","-290.76986665565187","-290.76986665565187"
"72160","-306.3148290011015","-306.3148290011015","-306.3148290011015"
"72242","-325.12187828321044","-325.12187828321044","-325.12187828321044"
"72324","-311.82500901989306","-311.82500901989306","-311.82500901989306"
"72406","-324.9950930483032","-324.9950930483032","-324.9950930483032"
"72570","-275.29518957725674","-275.29518957725674","-275.29518957725674"
"72652","-314.89701979478525","-314.89701979478525","-314.89701979478525"
"72734","-313.56163195603546","-313.56163195603546","-313.56163195603546"
"72816","-308.1015482767463","-308.1015482767463","-308.1015482767463"
"72980","-314.8454406224374","-314.8454406224374","-314.8454406224374"
"73062","-309.0964029103295","-309.0964029103295","-309.0964029103295"
"73144","-323.3711308003326","-323.3711308003326","-323.3711308003326"
"73226","-283.85698606512176","-283.85698606512176","-283.85698606512176"
"73308","-293.24521547833","-293.24521547833","-293.24521547833"
"73472","-308.9574808378626","-308.9574808378626","-308.9574808378626"
"73554","-273.57558762763097","-273.57558762763097","-273.57558762763097"
"73636","-309.8655699798982","-309.8655699798982","-309.8655699798982"
"73718","-330.5539502856245","-330.5539502856245","-330.5539502856245"
"73800","-334.80635187534045","-334.80635187534045","-334.80635187534045"
"73964","-304.82887223933216","-304.82887223933216","-304.82887223933216"
"74046","-305.08263498361333","-305.08263498361333","-305.08263498361333"
"74128","-305.8727261849811","-305.8727261849811","-305.8727261849811"
"74210","-310.13705109753374","-310.13705109753374","-310.13705109753374"
"74374","-321.78480208972303","-321.78480208972303","-321.78480208972303"
"74456","-316.87401559635975","-316.87401559635975","-316.87401559635975"
"74538","-293.8290434092609","-293.8290434092609","-293.8290434092609"
"74620","-313.89901254857756","-313.89901254857756","-313.89901254857756"
"74702","-310.5185249761682","-310.5185249761682","-310.5185249761682"
"74866","-288.51360880318026","-288.51360880318026","-288.51360880318026"
"74948","-317.4991901779671","-317.4991901779671","-317.4991901779671"
"75030","-312.384454014585","-312.384454014585","-312.384454014585"
"75112","-300.4779159440508","-300.4779159440508","-300.4779159440508"
"75276","-312.62875109288296","-312.62875109288296","-312.62875109288296"
"75358","-293.51954222049886","-293.51954222049886","-293.51954222049886"
"75440","-316.92924040107647","-316.92924040107647","-316.92924040107647"
"75522","-341.0860749210819","-341.0860749210819","-341.0860749210819"
"75604","-314.176638416747","-314.176638416747","-314.176638416747"
"75768","-325.1941214940621","-325.1941214940621","-325.1941214940621"
"75850","-304.33558654141825","-304.33558654141825","-304.33558654141825"
"75932","-316.68664893280516","-316.68664893280516","-316.68664893280516"
"76014","-335.3849064352046","-335.3849064352046","-335.3849064352046"
"76178","-309.70831545804936","-309.70831545804936","-309.70831545804936"
"76260","-287.5695722971235","-287.5695722971235","-287.5695722971235"
"76342","-280.85406461861487","-280.85406461861487","-280.85406461861487"
"76424","-285.7876631295397","-285.7876631295397","-285.7876631295397"
"76506","-301.0857165767983","-301.0857165767983","-301.0857165767983"
"76670","-306.0723937181816","-306.0723937181816","-306.0723937181816"
"76752","-303.15767128341383","-303.15767128341383","-303.15767128341383"
"76834","-300.02907557610814","-300.02907557610814","-300.02907557610814"
"76916","-309.978091892433","-309.978091892433","-309.978091892433"
"77080","-314.84147733105675","-314.84147733105675","-314.84147733105675"
"77162","-299.7364686190283","-299.7364686190283","-299.7364686190283"
"77244","-308.5896367569496","-308.5896367569496","-308.5896367569496"
"77326","-326.36624259145776","-326.36624259145776","-326.36624259145776"
"77408","-298.6709085892121","-298.6709085892121","-298.6709085892121"
"77572","-359.6695551048347","-359.6695551048347","-359.6695551048347"
"77654","-302.83367566097246","-302.83367566097246","-302.83367566097246"
"77736","-307.0218261296954","-307.0218261296954","-307.0218261296954"
"77818","-297.9673411182055","-297.9673411182055","-297.9673411182055"
"77900","-314.8653917743692","-314.8653917743692","-314.8653917743692"
"78064","-343.48256777804613","-343.48256777804613","-343.48256777804613"
"78146","-317.990750809537","-317.990750809537","-317.990750809537"
"78228","-309.02129565340573","-309.02129565340573","-309.02129565340573"
"78310","-319.51508663518666","-319.51508663518666","-319.51508663518666"
"78474","-310.2818162001071","-310.2818162001071","-310.2818162001071"
"78556","-310.7886467421716","-310.7886467421716","-310.7886467421716"
"78638","-289.96297986979073","-289.96297986979073","-289.96297986979073"
"78720","-283.3822638454307","-283.3822638454307","-283.3822638454307"
"78802","-299.4792888899264","-299.4792888899264","-299.4792888899264"
"78966","-307.702769711259","-307.702769711259","-307.702769711259"
"79048","-305.7561130240572","-305.7561130240572","-305.7561130240572"
"79130","-308.58068079219333","-308.58068079219333","-308.58068079219333"
"79212","-281.500058248277","-281.500058248277","-281.500058248277"
"79376","-319.1244935325626","-319.1244935325626","-319.1244935325626"
"79458","-274.7408317814267","-274.7408317814267","-274.7408317814267"
"79540","-328.13644711735543","-328.13644711735543","-328.13644711735543"
"79622","-289.2081274892899","-289.2081274892899","-289.2081274892899"
"79704","-296.25529878845117","-296.25529878845117","-296.25529878845117"
"79868","-322.3742927473373","-322.3742927473373","-322.3742927473373"
"79950","-303.9815445263956","-303.9815445263956","-303.9815445263956"
"80032","-291.9757267786306","-291.9757267786306","-291.9757267786306"
"80114","-302.8875212320741","-302.8875212320741","-302.8875212320741"
"80278","-296.23532362549344","-296.23532362549344","-296.23532362549344"
"80360","-331.6744797044093","-331.6744797044093","-331.6744797044093"
"80442","-330.6842987831597","-330.6842987831597","-330.6842987831597"
"80524","-326.57660081399735","-326.57660081399735","-326.57660081399735"
"80606","-303.45202968658333","-303.45202968658333","-303.45202968658333"
"80770","-345.7860741865576","-345.7860741865576","-345.7860741865576"
"80852","-300.0821880369359","-300.0821880369359","-300.0821880369359"
"80934","-322.9619628102432","-322.9619628102432","-322.9619628102432"
"81016","-308.94940587931956","-308.94940587931956","-308.94940587931956"
"81180","-297.39952689651113","-297.39952689651113","-297.39952689651113"
"81262","-292.43195552818105","-292.43195552818105","-292.43195552818105"
"81344","-281.53128990287985","-281.53128990287985","-281.53128990287985"
"81426","-287.14183082869965","-287.14183082869965","-287.14183082869965"
"81508","-278.8814387097383","-278.8814387097383","-278.8814387097383"
"81672","-296.1021831699878","-296.1021831699878","-296.1021831699878"
"81754","-330.28728747356274","-330.28728747356274","-330.28728747356274"
"81836","-328.2166515941575","-328.2166515941575","-328.2166515941575"
"81918","-300.0413600835455","-300.0413600835455","-300.0413600835455"
"82000","-286.2622825093602","-286.2622825093602","-286.2622825093602"
"82164","-301.84589382339357","-301.84589382339357","-301.84589382339357"
"82246","-324.7241952762634","-324.7241952762634","-324.7241952762634"
"82328","-312.541400599162","-312.541400599162","-312.541400599162"
"82410","-300.36194407526597","-300.36194407526597","-300.36194407526597"
"82574","-278.1061355934258","-278.1061355934258","-278.1061355934258"
"82656","-305.7989547410283","-305.7989547410283","-305.7989547410283"
"82738","-297.1091752706417","-297.1091752706417","-297.1091752706417"
"82820","-313.2711895524183","-313.2711895524183","-313.2711895524183"
"82902","-310.16866658885135","-310.16866658885135","-310.16866658885135"
"83066","-286.04611031890363","-286.04611031890363","-286.04611031890363"
"83148","-289.93818380141585","-289.93818380141585","-289.93818380141585"
"83230","-306.23005594742386","-306.23005594742386","-306.23005594742386"
"83312","-323.40440248599486","-323.40440248599486","-323.40440248599486"
"83476","-326.9904685485355","-326.9904685485355","-326.9904685485355"
"83558","-310.85809468746726","-310.85809468746726","-310.85809468746726"
"83640","-290.4516395170639","-290.4516395170639","-290.4516395170639"
"83722","-322.30869365820485","-322.30869365820485","-322.30869365820485"
"83804","-278.65479784704854","-278.65479784704854","-278.65479784704854"
"83968","-300.1189994173068","-300.1189994173068","-300.1189994173068"
"84050","-304.5850545723626","-304.5850545723626","-304.5850545723626"
"84132","-329.11738455944317","-329.11738455944317","-329.11738455944317"
"84214","-330.4055350436558","-330.4055350436558","-330.4055350436558"
"84378","-306.8469606560813","-306.8469606560813","-306.8469606560813"
"84460","-307.656027065063","-307.656027065063","-307.656027065063"
"84542","-291.8283806579997","-291.8283806579997","-291.8283806579997"
"84624","-310.67782546557066","-310.67782546557066","-310.67782546557066"
"84706","-317.7495679278902","-317.7495679278902","-317.7495679278902"
"84870","-300.5590839401583","-300.5590839401583","-300.5590839401583"
"84952","-315.59786351932837","-315.59786351932837","-315.59786351932837"
"85034","-324.5369602498412","-324.5369602498412","-324.5369602498412"
"85116","-287.9163111107606","-287.9163111107606","-287.9163111107606"
"85280","-341.01476920387904","-341.01476920387904","-341.01476920387904"
"85362","-314.5747331902562","-314.5747331902562","-314.5747331902562"
"85444","-308.06499448250753","-308.06499448250753","-308.06499448250753"
"85526","-314.6134630861805","-314.6134630861805","-314.6134630861805"
"85608","-298.0759898173263","-298.0759898173263","-298.0759898173263"
"85772","-320.3110351372125","-320.3110351372125","-320.3110351372125"
"85854","-293.16292793297316","-293.16292793297316","-293.16292793297316"
"85936","-320.0815346728273","-320.0815346728273","-320.0815346728273"
"86018","-310.2142417409612","-310.2142417409612","-310.2142417409612"
"86100","-289.54689520608326","-289.54689520608326","-289.54689520608326"
"86264","-311.0764297758112","-311.0764297758112","-311.0764297758112"
"86346","-310.5111382550045","-310.5111382550045","-310.5111382550045"
"86428","-320.1783242233321","-320.1783242233321","-320.1783242233321"
"86510","-321.3764104414442","-321.3764104414442","-321.3764104414442"
"86674","-299.88167417678346","-299.88167417678346","-299.88167417678346"
"86756","-301.0235769516099","-301.0235769516099","-301.0235769516099"
"86838","-296.25222148520925","-296.25222148520925","-296.25222148520925"
"86920","-311.76742159886186","-311.76742159886186","-311.76742159886186"
"87002","-320.35471302689155","-320.35471302689155","-320.35471302689155"
