"Step","dandy-snowflake-25 - episode/return","dandy-snowflake-25 - episode/return__MIN","dandy-snowflake-25 - episode/return__MAX","legendary-plasma-24 - episode/return","legendary-plasma-24 - episode/return__MIN","legendary-plasma-24 - episode/return__MAX","gentle-mountain-20 - episode/return","gentle-mountain-20 - episode/return__MIN","gentle-mountain-20 - episode/return__MAX"
"49300","","","","","","","737.387939453125","737.387939453125","737.387939453125"
"49312","605.3709716796875","605.3709716796875","605.3709716796875","","","","","",""
"49445","","","","556.05517578125","556.05517578125","556.05517578125","","",""
"49478","538.4644165039062","538.4644165039062","538.4644165039062","","","","","",""
"49515","","","","","","","680.6607666015625","680.6607666015625","680.6607666015625"
"49612","","","","522.935546875","522.935546875","522.935546875","","",""
"49648","547.22412109375","547.22412109375","547.22412109375","","","","","",""
"49765","","","","","","","824.8277587890625","824.8277587890625","824.8277587890625"
"49796","","","","587.6742553710938","587.6742553710938","587.6742553710938","","",""
"49836","600.2514038085938","600.2514038085938","600.2514038085938","","","","","",""
"49973","","","","","","","652.4443359375","652.4443359375","652.4443359375"
"49987","","","","601.8072509765625","601.8072509765625","601.8072509765625","","",""
"50012","571.7024536132812","571.7024536132812","571.7024536132812","","","","","",""
"50165","","","","565.9918823242188","565.9918823242188","565.9918823242188","","",""
"50191","","","","","","","684.87841796875","684.87841796875","684.87841796875"
"50199","618.4320068359375","618.4320068359375","618.4320068359375","","","","","",""
"50342","","","","553.4180908203125","553.4180908203125","553.4180908203125","","",""
"50374","","","","","","","577.7108764648438","577.7108764648438","577.7108764648438"
"50377","580.935302734375","580.935302734375","580.935302734375","","","","","",""
"50526","","","","594.7819213867188","594.7819213867188","594.7819213867188","","",""
"50559","613.3953247070312","613.3953247070312","613.3953247070312","","","","","",""
"50610","","","","","","","767.6486206054688","767.6486206054688","767.6486206054688"
"50710","","","","588.3016967773438","588.3016967773438","588.3016967773438","","",""
"50756","642.9696655273438","642.9696655273438","642.9696655273438","","","","","",""
"50815","","","","","","","633.218994140625","633.218994140625","633.218994140625"
"50901","","","","606.1032104492188","606.1032104492188","606.1032104492188","","",""
"50930","567.3673095703125","567.3673095703125","567.3673095703125","","","","","",""
"51046","","","","","","","761.2879028320312","761.2879028320312","761.2879028320312"
"51054","","","","462.8010559082031","462.8010559082031","462.8010559082031","","",""
"51136","658.4299926757812","658.4299926757812","658.4299926757812","","","","","",""
"51242","","","","598.4818725585938","598.4818725585938","598.4818725585938","","",""
"51256","","","","","","","664.0421752929688","664.0421752929688","664.0421752929688"
"51339","668.7072143554688","668.7072143554688","668.7072143554688","","","","","",""
"51424","","","","590.0686645507812","590.0686645507812","590.0686645507812","","",""
"51469","","","","","","","663.2874755859375","663.2874755859375","663.2874755859375"
"51523","606.0113525390625","606.0113525390625","606.0113525390625","","","","","",""
"51631","","","","654.641845703125","654.641845703125","654.641845703125","","",""
"51706","","","","","","","785.8392944335938","785.8392944335938","785.8392944335938"
"51715","629.689453125","629.689453125","629.689453125","","","","","",""
"51807","","","","551.9580688476562","551.9580688476562","551.9580688476562","","",""
"51898","604.0217895507812","604.0217895507812","604.0217895507812","","","","","",""
"51922","","","","","","","677.7361450195312","677.7361450195312","677.7361450195312"
"51983","","","","554.8692016601562","554.8692016601562","554.8692016601562","","",""
"52075","588.208251953125","588.208251953125","588.208251953125","","","","","",""
"52130","","","","","","","636.4920043945312","636.4920043945312","636.4920043945312"
"52165","","","","589.867919921875","589.867919921875","589.867919921875","","",""
"52253","596.1622924804688","596.1622924804688","596.1622924804688","","","","","",""
"52351","","","","599.5309448242188","599.5309448242188","599.5309448242188","697.140380859375","697.140380859375","697.140380859375"
"52429","571.5247802734375","571.5247802734375","571.5247802734375","","","","","",""
"52560","","","","678.2570190429688","678.2570190429688","678.2570190429688","","",""
"52563","","","","","","","658.06689453125","658.06689453125","658.06689453125"
"52625","647.6285400390625","647.6285400390625","647.6285400390625","","","","","",""
"52731","","","","547.1105346679688","547.1105346679688","547.1105346679688","","",""
"52795","","","","","","","745.7301025390625","745.7301025390625","745.7301025390625"
"52816","619.7239990234375","619.7239990234375","619.7239990234375","","","","","",""
"52921","","","","615.4703369140625","615.4703369140625","615.4703369140625","","",""
"52982","520.337890625","520.337890625","520.337890625","","","","","",""
"53024","","","","","","","746.5696411132812","746.5696411132812","746.5696411132812"
"53102","","","","585.4817504882812","585.4817504882812","585.4817504882812","","",""
"53169","605.4910888671875","605.4910888671875","605.4910888671875","","","","","",""
"53236","","","","","","","667.6419677734375","667.6419677734375","667.6419677734375"
"53289","","","","600.3644409179688","600.3644409179688","600.3644409179688","","",""
"53356","596.3368530273438","596.3368530273438","596.3368530273438","","","","","",""
"53497","","","","666.822509765625","666.822509765625","666.822509765625","","",""
"53500","","","","","","","860.3428344726562","860.3428344726562","860.3428344726562"
"53548","602.7787475585938","602.7787475585938","602.7787475585938","","","","","",""
"53688","","","","623.2667236328125","623.2667236328125","623.2667236328125","","",""
"53732","","","","","","","758.8247680664062","758.8247680664062","758.8247680664062"
"53756","651.9004516601562","651.9004516601562","651.9004516601562","","","","","",""
"53886","","","","651.288330078125","651.288330078125","651.288330078125","","",""
"53934","","","","","","","620.7777709960938","620.7777709960938","620.7777709960938"
"53936","597.49658203125","597.49658203125","597.49658203125","","","","","",""
"54101","530.2732543945312","530.2732543945312","530.2732543945312","","","","","",""
"54102","","","","700.7389526367188","700.7389526367188","700.7389526367188","","",""
"54151","","","","","","","683.4141235351562","683.4141235351562","683.4141235351562"
"54278","","","","585.9530639648438","585.9530639648438","585.9530639648438","","",""
"54291","616.2434692382812","616.2434692382812","616.2434692382812","","","","","",""
"54406","","","","","","","825.6389770507812","825.6389770507812","825.6389770507812"
"54462","","","","583.053466796875","583.053466796875","583.053466796875","","",""
"54494","643.2877807617188","643.2877807617188","643.2877807617188","","","","","",""
"54643","","","","","","","781.1834716796875","781.1834716796875","781.1834716796875"
"54661","","","","639.41259765625","639.41259765625","639.41259765625","","",""
"54678","613.5654907226562","613.5654907226562","613.5654907226562","","","","","",""
"54845","","","","597.6116943359375","597.6116943359375","597.6116943359375","","",""
"54860","582.8319091796875","582.8319091796875","582.8319091796875","","","","","",""
"54889","","","","","","","816.958740234375","816.958740234375","816.958740234375"
"55036","","","","604.4148559570312","604.4148559570312","604.4148559570312","","",""
"55039","568.3873291015625","568.3873291015625","568.3873291015625","","","","","",""
"55099","","","","","","","649.9468994140625","649.9468994140625","649.9468994140625"
"55219","","","","600.5047607421875","600.5047607421875","600.5047607421875","","",""
"55243","635.5586547851562","635.5586547851562","635.5586547851562","","","","","",""
"55346","","","","","","","822.9159545898438","822.9159545898438","822.9159545898438"
"55406","","","","593.098876953125","593.098876953125","593.098876953125","","",""
"55438","635.7766723632812","635.7766723632812","635.7766723632812","","","","","",""
"55545","","","","","","","618.1580810546875","618.1580810546875","618.1580810546875"
"55603","","","","631.3338012695312","631.3338012695312","631.3338012695312","","",""
"55622","603.1116333007812","603.1116333007812","603.1116333007812","","","","","",""
"55742","","","","","","","607.6752319335938","607.6752319335938","607.6752319335938"
"55794","","","","618.8837890625","618.8837890625","618.8837890625","","",""
"55804","593.6678466796875","593.6678466796875","593.6678466796875","","","","","",""
"55980","","","","","","","790.0615234375","790.0615234375","790.0615234375"
"55988","","","","629.237060546875","629.237060546875","629.237060546875","","",""
"55995","619.4932250976562","619.4932250976562","619.4932250976562","","","","","",""
"56162","","","","549.9448852539062","549.9448852539062","549.9448852539062","","",""
"56181","","","","","","","629.3394775390625","629.3394775390625","629.3394775390625"
"56189","625.6160888671875","625.6160888671875","625.6160888671875","","","","","",""
"56370","581.6455688476562","581.6455688476562","581.6455688476562","","","","","",""
"56381","","","","708.5885009765625","708.5885009765625","708.5885009765625","","",""
"56409","","","","","","","740.6038208007812","740.6038208007812","740.6038208007812"
"56548","570.563720703125","570.563720703125","570.563720703125","","","","","",""
"56610","","","","762.5093383789062","762.5093383789062","762.5093383789062","","",""
"56629","","","","","","","714.013427734375","714.013427734375","714.013427734375"
"56741","625.6124267578125","625.6124267578125","625.6124267578125","","","","","",""
"56815","","","","657.0001831054688","657.0001831054688","657.0001831054688","","",""
"56834","","","","","","","628.7482299804688","628.7482299804688","628.7482299804688"
"56941","642.5912475585938","642.5912475585938","642.5912475585938","","","","","",""
"57011","","","","640.8272705078125","640.8272705078125","640.8272705078125","","",""
"57086","","","","","","","809.0938720703125","809.0938720703125","809.0938720703125"
"57139","648.034423828125","648.034423828125","648.034423828125","","","","","",""
"57204","","","","613.1531982421875","613.1531982421875","613.1531982421875","","",""
"57320","585.8026733398438","585.8026733398438","585.8026733398438","","","","","",""
"57321","","","","","","","762.3777465820312","762.3777465820312","762.3777465820312"
"57398","","","","622.474853515625","622.474853515625","622.474853515625","","",""
"57516","623.1107177734375","623.1107177734375","623.1107177734375","","","","","",""
"57571","","","","","","","809.7705078125","809.7705078125","809.7705078125"
"57582","","","","600.60107421875","600.60107421875","600.60107421875","","",""
"57708","611.0454711914062","611.0454711914062","611.0454711914062","","","","","",""
"57784","","","","645.1221923828125","645.1221923828125","645.1221923828125","","",""
"57810","","","","","","","780.6139526367188","780.6139526367188","780.6139526367188"
"57896","611.4619750976562","611.4619750976562","611.4619750976562","","","","","",""
"57972","","","","607.944580078125","607.944580078125","607.944580078125","","",""
"58064","","","","","","","823.0294799804688","823.0294799804688","823.0294799804688"
"58089","612.9209594726562","612.9209594726562","612.9209594726562","","","","","",""
"58158","","","","601.2110595703125","601.2110595703125","601.2110595703125","","",""
"58290","634.7639770507812","634.7639770507812","634.7639770507812","","","","","",""
"58316","","","","","","","846.6483764648438","846.6483764648438","846.6483764648438"
"58357","","","","644.5321044921875","644.5321044921875","644.5321044921875","","",""
"58473","588.3898315429688","588.3898315429688","588.3898315429688","","","","","",""
"58566","","","","","","","839.0891723632812","839.0891723632812","839.0891723632812"
"58570","","","","697.8626098632812","697.8626098632812","697.8626098632812","","",""
"58664","603.1998291015625","603.1998291015625","603.1998291015625","","","","","",""
"58752","","","","586.641845703125","586.641845703125","586.641845703125","","",""
"58824","","","","","","","835.6293334960938","835.6293334960938","835.6293334960938"
"58866","632.1249389648438","632.1249389648438","632.1249389648438","","","","","",""
"58929","","","","572.1649169921875","572.1649169921875","572.1649169921875","","",""
"59057","621.9386596679688","621.9386596679688","621.9386596679688","","","","745.3538818359375","745.3538818359375","745.3538818359375"
"59118","","","","610.5906372070312","610.5906372070312","610.5906372070312","","",""
"59245","615.617919921875","615.617919921875","615.617919921875","","","","","",""
"59306","","","","","","","816.74462890625","816.74462890625","816.74462890625"
"59315","","","","641.0449829101562","641.0449829101562","641.0449829101562","","",""
"59422","590.6060180664062","590.6060180664062","590.6060180664062","","","","","",""
"59509","","","","626.8723754882812","626.8723754882812","626.8723754882812","","",""
"59530","","","","","","","731.7297973632812","731.7297973632812","731.7297973632812"
"59620","642.24609375","642.24609375","642.24609375","","","","","",""
"59690","","","","589.0173950195312","589.0173950195312","589.0173950195312","","",""
"59737","","","","","","","648.624755859375","648.624755859375","648.624755859375"
"59813","607.3247680664062","607.3247680664062","607.3247680664062","","","","","",""
"59889","","","","643.005126953125","643.005126953125","643.005126953125","","",""
"59980","","","","","","","771.469970703125","771.469970703125","771.469970703125"
"60009","626.4797973632812","626.4797973632812","626.4797973632812","","","","","",""
"60078","","","","617.1314697265625","617.1314697265625","617.1314697265625","","",""
"60198","602.8619995117188","602.8619995117188","602.8619995117188","","","","","",""
"60203","","","","","","","733.4705810546875","733.4705810546875","733.4705810546875"
"60291","","","","698.2471313476562","698.2471313476562","698.2471313476562","","",""
"60389","626.5947875976562","626.5947875976562","626.5947875976562","","","","","",""
"60429","","","","","","","731.3231201171875","731.3231201171875","731.3231201171875"
"60493","","","","649.0401611328125","649.0401611328125","649.0401611328125","","",""
"60585","637.2819213867188","637.2819213867188","637.2819213867188","","","","","",""
"60626","","","","","","","613.3895874023438","613.3895874023438","613.3895874023438"
"60694","","","","654.4666137695312","654.4666137695312","654.4666137695312","","",""
"60767","606.9558715820312","606.9558715820312","606.9558715820312","","","","","",""
"60868","","","","560.3909301757812","560.3909301757812","560.3909301757812","","",""
"60869","","","","","","","811.4520263671875","811.4520263671875","811.4520263671875"
"60962","626.4519653320312","626.4519653320312","626.4519653320312","","","","","",""
"61063","","","","628.0946655273438","628.0946655273438","628.0946655273438","","",""
"61073","","","","","","","637.9271240234375","637.9271240234375","637.9271240234375"
"61141","585.553466796875","585.553466796875","585.553466796875","","","","","",""
"61251","","","","603.7756958007812","603.7756958007812","603.7756958007812","","",""
"61281","","","","","","","645.416259765625","645.416259765625","645.416259765625"
"61338","623.14404296875","623.14404296875","623.14404296875","","","","","",""
"61448","","","","621.249755859375","621.249755859375","621.249755859375","","",""
"61519","","","","","","","765.4261474609375","765.4261474609375","765.4261474609375"
"61527","611.1050415039062","611.1050415039062","611.1050415039062","","","","","",""
"61660","","","","692.2284545898438","692.2284545898438","692.2284545898438","","",""
"61712","603.0155639648438","603.0155639648438","603.0155639648438","","","","","",""
"61735","","","","","","","684.3478393554688","684.3478393554688","684.3478393554688"
"61864","","","","649.0204467773438","649.0204467773438","649.0204467773438","","",""
"61903","613.8477783203125","613.8477783203125","613.8477783203125","","","","","",""
"61974","","","","","","","791.48583984375","791.48583984375","791.48583984375"
"62048","","","","597.7237548828125","597.7237548828125","597.7237548828125","","",""
"62090","591.5294799804688","591.5294799804688","591.5294799804688","","","","","",""
"62166","","","","","","","592.4325561523438","592.4325561523438","592.4325561523438"
"62237","","","","592.8985595703125","592.8985595703125","592.8985595703125","","",""
"62266","565.6708984375","565.6708984375","565.6708984375","","","","","",""
"62407","","","","","","","764.3753662109375","764.3753662109375","764.3753662109375"
"62417","","","","574.115234375","574.115234375","574.115234375","","",""
"62453","600.1514282226562","600.1514282226562","600.1514282226562","","","","","",""
"62611","","","","632.2132568359375","632.2132568359375","632.2132568359375","","",""
"62641","594.3084106445312","594.3084106445312","594.3084106445312","","","","","",""
"62646","","","","","","","789.6585083007812","789.6585083007812","789.6585083007812"
"62798","","","","614.1312866210938","614.1312866210938","614.1312866210938","","",""
"62830","606.6016845703125","606.6016845703125","606.6016845703125","","","","","",""
"62904","","","","","","","836.9368896484375","836.9368896484375","836.9368896484375"
"62995","","","","624.5939331054688","624.5939331054688","624.5939331054688","","",""
"63020","612.2918090820312","612.2918090820312","612.2918090820312","","","","","",""
"63126","","","","","","","707.499755859375","707.499755859375","707.499755859375"
"63181","","","","604.3782958984375","604.3782958984375","604.3782958984375","","",""
"63197","566.8021850585938","566.8021850585938","566.8021850585938","","","","","",""
"63338","","","","","","","664.1400146484375","664.1400146484375","664.1400146484375"
"63378","","","","631.4541625976562","631.4541625976562","631.4541625976562","","",""
"63379","578.6151123046875","578.6151123046875","578.6151123046875","","","","","",""
"63565","589.5060424804688","589.5060424804688","589.5060424804688","","","","","",""
"63577","","","","630.2211303710938","630.2211303710938","630.2211303710938","","",""
"63610","","","","","","","886.2836303710938","886.2836303710938","886.2836303710938"
"63754","631.2625732421875","631.2625732421875","631.2625732421875","","","","","",""
"63765","","","","591.8810424804688","591.8810424804688","591.8810424804688","","",""
"63871","","","","","","","866.5586547851562","866.5586547851562","866.5586547851562"
"63939","599.4248657226562","599.4248657226562","599.4248657226562","","","","","",""
"63947","","","","570.9365234375","570.9365234375","570.9365234375","","",""
"64118","582.6807861328125","582.6807861328125","582.6807861328125","","","","","",""
"64128","","","","","","","842.439697265625","842.439697265625","842.439697265625"
"64134","","","","596.8196411132812","596.8196411132812","596.8196411132812","","",""
"64307","599.3947143554688","599.3947143554688","599.3947143554688","","","","","",""
"64330","","","","612.9509887695312","612.9509887695312","612.9509887695312","","",""
"64376","","","","","","","813.924560546875","813.924560546875","813.924560546875"
"64499","615.7916870117188","615.7916870117188","615.7916870117188","","","","","",""
"64534","","","","649.1995239257812","649.1995239257812","649.1995239257812","","",""
"64619","","","","","","","793.2158813476562","793.2158813476562","793.2158813476562"
"64697","623.4310302734375","623.4310302734375","623.4310302734375","","","","","",""
"64728","","","","615.654541015625","615.654541015625","615.654541015625","","",""
"64859","","","","","","","784.1378173828125","784.1378173828125","784.1378173828125"
"64879","573.32958984375","573.32958984375","573.32958984375","","","","","",""
"64907","","","","586.1160888671875","586.1160888671875","586.1160888671875","","",""
"65058","583.9863891601562","583.9863891601562","583.9863891601562","","","","","",""
"65085","","","","","","","724.6497192382812","724.6497192382812","724.6497192382812"
"65091","","","","601.5447998046875","601.5447998046875","601.5447998046875","","",""
"65254","626.6350708007812","626.6350708007812","626.6350708007812","","","","","",""
"65288","","","","623.0292358398438","623.0292358398438","623.0292358398438","","",""
"65330","","","","","","","821.82666015625","821.82666015625","821.82666015625"
"65452","628.4354248046875","628.4354248046875","628.4354248046875","","","","","",""
"65480","","","","626.4168090820312","626.4168090820312","626.4168090820312","","",""
"65540","","","","","","","653.2301635742188","653.2301635742188","653.2301635742188"
"65635","600.4522705078125","600.4522705078125","600.4522705078125","","","","","",""
"65707","","","","743.5048217773438","743.5048217773438","743.5048217773438","","",""
"65759","","","","","","","693.9638061523438","693.9638061523438","693.9638061523438"
"65817","611.6417236328125","611.6417236328125","611.6417236328125","","","","","",""
"65911","","","","671.9303588867188","671.9303588867188","671.9303588867188","","",""
"65963","","","","","","","625.4830932617188","625.4830932617188","625.4830932617188"
"66002","585.570068359375","585.570068359375","585.570068359375","","","","","",""
"66111","","","","632.8230590820312","632.8230590820312","632.8230590820312","","",""
"66176","","","","","","","676.69091796875","676.69091796875","676.69091796875"
"66197","610.9763793945312","610.9763793945312","610.9763793945312","","","","","",""
"66292","","","","578.9931640625","578.9931640625","578.9931640625","","",""
"66375","576.4917602539062","576.4917602539062","576.4917602539062","","","","","",""
"66426","","","","","","","844.2252197265625","844.2252197265625","844.2252197265625"
"66473","","","","584.3944702148438","584.3944702148438","584.3944702148438","","",""
"66570","623.5302124023438","623.5302124023438","623.5302124023438","","","","","",""
"66639","","","","519.73779296875","519.73779296875","519.73779296875","","",""
"66681","","","","","","","837.671142578125","837.671142578125","837.671142578125"
"66760","601.2835693359375","601.2835693359375","601.2835693359375","","","","","",""
"66826","","","","596.5569458007812","596.5569458007812","596.5569458007812","","",""
"66882","","","","","","","623.6456909179688","623.6456909179688","623.6456909179688"
"66930","541.762939453125","541.762939453125","541.762939453125","","","","","",""
"67025","","","","631.9382934570312","631.9382934570312","631.9382934570312","","",""
"67127","638.0325927734375","638.0325927734375","638.0325927734375","","","","","",""
"67161","","","","","","","890.4946899414062","890.4946899414062","890.4946899414062"
"67202","","","","555.1275024414062","555.1275024414062","555.1275024414062","","",""
"67325","611.1577758789062","611.1577758789062","611.1577758789062","","","","","",""
"67392","","","","627.9950561523438","627.9950561523438","627.9950561523438","","",""
"67397","","","","","","","780.9855346679688","780.9855346679688","780.9855346679688"
"67513","624.920166015625","624.920166015625","624.920166015625","","","","","",""
"67593","","","","649.8004760742188","649.8004760742188","649.8004760742188","","",""
"67605","","","","","","","646.339111328125","646.339111328125","646.339111328125"
"67703","615.3428955078125","615.3428955078125","615.3428955078125","","","","","",""
"67810","","","","693.4867553710938","693.4867553710938","693.4867553710938","","",""
"67844","","","","","","","794.0714111328125","794.0714111328125","794.0714111328125"
"67897","645.7328491210938","645.7328491210938","645.7328491210938","","","","","",""
"68007","","","","636.2965698242188","636.2965698242188","636.2965698242188","","",""
"68068","","","","","","","725.1466674804688","725.1466674804688","725.1466674804688"
"68083","618.1949462890625","618.1949462890625","618.1949462890625","","","","","",""
"68211","","","","636.4244995117188","636.4244995117188","636.4244995117188","","",""
"68270","","","","","","","624.549560546875","624.549560546875","624.549560546875"
"68299","704.5647583007812","704.5647583007812","704.5647583007812","","","","","",""
"68384","","","","573.9387817382812","573.9387817382812","573.9387817382812","","",""
"68483","593.5737915039062","593.5737915039062","593.5737915039062","","","","","",""
"68515","","","","","","","807.8992309570312","807.8992309570312","807.8992309570312"
"68583","","","","653.20654296875","653.20654296875","653.20654296875","","",""
"68682","643.5149536132812","643.5149536132812","643.5149536132812","","","","","",""
"68758","","","","","","","770.0143432617188","770.0143432617188","770.0143432617188"
"68773","","","","585.211181640625","585.211181640625","585.211181640625","","",""
"68872","617.5924682617188","617.5924682617188","617.5924682617188","","","","","",""
"68963","","","","613.771240234375","613.771240234375","613.771240234375","","",""
"69008","","","","","","","832.9442138671875","832.9442138671875","832.9442138671875"
"69071","648.2837524414062","648.2837524414062","648.2837524414062","","","","","",""
"69140","","","","576.0936889648438","576.0936889648438","576.0936889648438","","",""
"69265","","","","","","","816.370361328125","816.370361328125","816.370361328125"
"69266","627.9027099609375","627.9027099609375","627.9027099609375","","","","","",""
"69329","","","","621.86181640625","621.86181640625","621.86181640625","","",""
"69453","613.047607421875","613.047607421875","613.047607421875","","","","","",""
"69478","","","","","","","683.6226806640625","683.6226806640625","683.6226806640625"
"69520","","","","613.7206420898438","613.7206420898438","613.7206420898438","","",""
"69648","642.2018432617188","642.2018432617188","642.2018432617188","","","","","",""
"69703","","","","589.1095581054688","589.1095581054688","589.1095581054688","","",""
"69712","","","","","","","768.8909301757812","768.8909301757812","768.8909301757812"
"69849","631.2171630859375","631.2171630859375","631.2171630859375","","","","","",""
"69898","","","","636.8736572265625","636.8736572265625","636.8736572265625","","",""
"69908","","","","","","","601.91162109375","601.91162109375","601.91162109375"
"70046","648.7671508789062","648.7671508789062","648.7671508789062","","","","","",""
"70093","","","","626.0052490234375","626.0052490234375","626.0052490234375","","",""
"70153","","","","","","","813.7945556640625","813.7945556640625","813.7945556640625"
"70244","646.578857421875","646.578857421875","646.578857421875","","","","","",""
"70267","","","","552.7760620117188","552.7760620117188","552.7760620117188","","",""
"70364","","","","","","","684.016357421875","684.016357421875","684.016357421875"
"70457","684.6840209960938","684.6840209960938","684.6840209960938","","","","","",""
"70458","","","","632.7699584960938","632.7699584960938","632.7699584960938","","",""
"70625","","","","","","","837.1616821289062","837.1616821289062","837.1616821289062"
"70648","","","","609.8480224609375","609.8480224609375","609.8480224609375","","",""
"70649","632.884033203125","632.884033203125","632.884033203125","","","","","",""
"70834","","","","603.7445068359375","603.7445068359375","603.7445068359375","","",""
"70852","678.637451171875","678.637451171875","678.637451171875","","","","","",""
"70865","","","","","","","791.7874755859375","791.7874755859375","791.7874755859375"
"71020","","","","595.922607421875","595.922607421875","595.922607421875","","",""
"71033","582.0286865234375","582.0286865234375","582.0286865234375","","","","","",""
"71103","","","","","","","771.5034790039062","771.5034790039062","771.5034790039062"
"71219","","","","642.7722778320312","642.7722778320312","642.7722778320312","","",""
"71223","600.0781860351562","600.0781860351562","600.0781860351562","","","","","",""
"71341","","","","","","","771.56689453125","771.56689453125","771.56689453125"
"71415","611.4825439453125","611.4825439453125","611.4825439453125","626.7855224609375","626.7855224609375","626.7855224609375","","",""
"71540","","","","","","","613.7616577148438","613.7616577148438","613.7616577148438"
"71611","","","","635.5022583007812","635.5022583007812","635.5022583007812","","",""
"71635","712.544921875","712.544921875","712.544921875","","","","","",""
"71768","","","","483.6500244140625","483.6500244140625","483.6500244140625","","",""
"71791","","","","","","","841.4205322265625","841.4205322265625","841.4205322265625"
"71823","605.4762573242188","605.4762573242188","605.4762573242188","","","","","",""
"71954","","","","598.7413940429688","598.7413940429688","598.7413940429688","","",""
"72017","615.3076171875","615.3076171875","615.3076171875","","","","","",""
"72033","","","","","","","782.0202026367188","782.0202026367188","782.0202026367188"
"72149","","","","638.0859985351562","638.0859985351562","638.0859985351562","","",""
"72218","658.8558349609375","658.8558349609375","658.8558349609375","","","","","",""
"72246","","","","","","","665.6734619140625","665.6734619140625","665.6734619140625"
"72331","","","","587.2001342773438","587.2001342773438","587.2001342773438","","",""
"72420","628.4539794921875","628.4539794921875","628.4539794921875","","","","","",""
"72493","","","","","","","798.83203125","798.83203125","798.83203125"
"72509","","","","586.686279296875","586.686279296875","586.686279296875","","",""
"72614","641.798828125","641.798828125","641.798828125","","","","","",""
"72701","","","","619.326416015625","619.326416015625","619.326416015625","","",""
"72725","","","","","","","774.7692260742188","774.7692260742188","774.7692260742188"
"72848","787.3349609375","787.3349609375","787.3349609375","","","","","",""
"72881","","","","591.8701782226562","591.8701782226562","591.8701782226562","","",""
"72937","","","","","","","675.82666015625","675.82666015625","675.82666015625"
"73042","633.8124389648438","633.8124389648438","633.8124389648438","","","","","",""
"73050","","","","553.3219604492188","553.3219604492188","553.3219604492188","","",""
"73143","","","","","","","633.2415161132812","633.2415161132812","633.2415161132812"
"73235","611.73974609375","611.73974609375","611.73974609375","","","","","",""
"73250","","","","655.9135131835938","655.9135131835938","655.9135131835938","","",""
"73367","","","","","","","699.48095703125","699.48095703125","699.48095703125"
"73432","637.8089599609375","637.8089599609375","637.8089599609375","","","","","",""
"73448","","","","623.7556762695312","623.7556762695312","623.7556762695312","","",""
"73626","618.2864990234375","618.2864990234375","618.2864990234375","","","","850.5403442382812","850.5403442382812","850.5403442382812"
"73672","","","","739.7655639648438","739.7655639648438","739.7655639648438","","",""
"73820","642.0631103515625","642.0631103515625","642.0631103515625","","","","","",""
"73854","","","","601.2318725585938","601.2318725585938","601.2318725585938","","",""
"73863","","","","","","","790.4638671875","790.4638671875","790.4638671875"
"74025","680.907470703125","680.907470703125","680.907470703125","","","","","",""
"74064","","","","675.5703735351562","675.5703735351562","675.5703735351562","","",""
"74100","","","","","","","773.255859375","773.255859375","773.255859375"
"74205","582.3671264648438","582.3671264648438","582.3671264648438","","","","","",""
"74304","","","","802.3029174804688","802.3029174804688","802.3029174804688","","",""
"74328","","","","","","","762.3775024414062","762.3775024414062","762.3775024414062"
"74397","612.0328369140625","612.0328369140625","612.0328369140625","","","","","",""
"74490","","","","590.38037109375","590.38037109375","590.38037109375","","",""
"74571","","","","","","","806.9625244140625","806.9625244140625","806.9625244140625"
"74609","668.0625610351562","668.0625610351562","668.0625610351562","","","","","",""
"74687","","","","629.1895141601562","629.1895141601562","629.1895141601562","","",""
"74794","","","","","","","729.665771484375","729.665771484375","729.665771484375"
"74806","640.038818359375","640.038818359375","640.038818359375","","","","","",""
"74861","","","","550.6444702148438","550.6444702148438","550.6444702148438","","",""
"75021","691.4625854492188","691.4625854492188","691.4625854492188","","","","","",""
"75045","","","","","","","803.6016235351562","803.6016235351562","803.6016235351562"
"75068","","","","666.1572875976562","666.1572875976562","666.1572875976562","","",""
"75229","674.0509643554688","674.0509643554688","674.0509643554688","","","","","",""
"75271","","","","660.3441772460938","660.3441772460938","660.3441772460938","","",""
"75308","","","","","","","854.7686157226562","854.7686157226562","854.7686157226562"
"75422","635.1829223632812","635.1829223632812","635.1829223632812","","","","","",""
"75486","","","","697.0846557617188","697.0846557617188","697.0846557617188","","",""
"75536","","","","","","","752.5245361328125","752.5245361328125","752.5245361328125"
"75605","586.7905883789062","586.7905883789062","586.7905883789062","","","","","",""
"75685","","","","623.72607421875","623.72607421875","623.72607421875","","",""
"75786","","","","","","","805.5570678710938","805.5570678710938","805.5570678710938"
"75813","646.925048828125","646.925048828125","646.925048828125","","","","","",""
"75905","","","","713.9033203125","713.9033203125","713.9033203125","","",""
"76022","662.6472778320312","662.6472778320312","662.6472778320312","","","","","",""
"76028","","","","","","","808.3937377929688","808.3937377929688","808.3937377929688"
"76103","","","","634.0735473632812","634.0735473632812","634.0735473632812","","",""
"76225","641.40185546875","641.40185546875","641.40185546875","","","","","",""
"76274","","","","","","","827.8202514648438","827.8202514648438","827.8202514648438"
"76297","","","","632.4212646484375","632.4212646484375","632.4212646484375","","",""
"76424","650.3327026367188","650.3327026367188","650.3327026367188","","","","","",""
"76445","","","","","","","535.8394775390625","535.8394775390625","535.8394775390625"
"76491","","","","635.8797607421875","635.8797607421875","635.8797607421875","","",""
"76613","614.2698974609375","614.2698974609375","614.2698974609375","","","","","",""
