"Step","TARRv2-shift_s123 - agent_reward","TARRv2-shift_s123 - agent_reward__MIN","TARRv2-shift_s123 - agent_reward__MAX","TARRv2-isotanh_s123 - agent_reward","TARRv2-isotanh_s123 - agent_reward__MIN","TARRv2-isotanh_s123 - agent_reward__MAX","TARRv2-none_s123 - agent_reward","TARRv2-none_s123 - agent_reward__MIN","TARRv2-none_s123 - agent_reward__MAX","TARRv2-softmax_s123 - agent_reward","TARRv2-softmax_s123 - agent_reward__MIN","TARRv2-softmax_s123 - agent_reward__MAX","TAR2-softmax_s123 - agent_reward","TAR2-softmax_s123 - agent_reward__MIN","TAR2-softmax_s123 - agent_reward__MAX","spring-music-9 - agent_reward","spring-music-9 - agent_reward__MIN","spring-music-9 - agent_reward__MAX"
"125460","-681.5491678177466","-681.5491678177466","-681.5491678177466","-338.78156059945314","-338.78156059945314","-338.78156059945314","-327.9844375549963","-327.9844375549963","-327.9844375549963","","","","","","","-289.0935767509763","-289.0935767509763","-289.0935767509763"
"125542","-643.0237812978078","-643.0237812978078","-643.0237812978078","-318.9167440154313","-318.9167440154313","-318.9167440154313","-313.5361125188274","-313.5361125188274","-313.5361125188274","","","","","","","-298.6126860327915","-298.6126860327915","-298.6126860327915"
"125624","-632.4339682461605","-632.4339682461605","-632.4339682461605","-307.6193865323439","-307.6193865323439","-307.6193865323439","-297.50261564951467","-297.50261564951467","-297.50261564951467","","","","","","","-332.5064552222529","-332.5064552222529","-332.5064552222529"
"125706","-560.5100810769588","-560.5100810769588","-560.5100810769588","-310.1204208115566","-310.1204208115566","-310.1204208115566","-303.33381997414017","-303.33381997414017","-303.33381997414017","","","","","","","-304.6040926493056","-304.6040926493056","-304.6040926493056"
"125870","-632.5971092317614","-632.5971092317614","-632.5971092317614","-325.5218129742742","-325.5218129742742","-325.5218129742742","-317.23343551863","-317.23343551863","-317.23343551863","","","","","","","-305.13281773202505","-305.13281773202505","-305.13281773202505"
"125952","-607.0764892732836","-607.0764892732836","-607.0764892732836","-317.92671190935016","-317.92671190935016","-317.92671190935016","-308.0253548139201","-308.0253548139201","-308.0253548139201","","","","","","","-287.362160332174","-287.362160332174","-287.362160332174"
"126034","-615.8954151896706","-615.8954151896706","-615.8954151896706","-348.5948847339491","-348.5948847339491","-348.5948847339491","-341.2374578777685","-341.2374578777685","-341.2374578777685","","","","","","","-324.624411754042","-324.624411754042","-324.624411754042"
"126116","-655.5718194801043","-655.5718194801043","-655.5718194801043","-309.20420004442366","-309.20420004442366","-309.20420004442366","-305.39092852200326","-305.39092852200326","-305.39092852200326","","","","","","","-298.87769557298986","-298.87769557298986","-298.87769557298986"
"126280","-587.3805673505788","-587.3805673505788","-587.3805673505788","-319.56903126881787","-319.56903126881787","-319.56903126881787","-313.6230835443487","-313.6230835443487","-313.6230835443487","","","","","","","-329.8735283122281","-329.8735283122281","-329.8735283122281"
"126362","-636.8815628424039","-636.8815628424039","-636.8815628424039","-317.3890801786263","-317.3890801786263","-317.3890801786263","-310.07659402456915","-310.07659402456915","-310.07659402456915","","","","","","","-315.79166769779476","-315.79166769779476","-315.79166769779476"
"126444","-606.8009257191735","-606.8009257191735","-606.8009257191735","-335.84633966298895","-335.84633966298895","-335.84633966298895","-322.1862454569315","-322.1862454569315","-322.1862454569315","","","","","","","-316.03483192441627","-316.03483192441627","-316.03483192441627"
"126526","-612.1447061262987","-612.1447061262987","-612.1447061262987","-303.6079494459806","-303.6079494459806","-303.6079494459806","-295.38039440758047","-295.38039440758047","-295.38039440758047","","","","","","","-322.7195300720671","-322.7195300720671","-322.7195300720671"
"126608","-631.6754087293448","-631.6754087293448","-631.6754087293448","-329.77245579264775","-329.77245579264775","-329.77245579264775","-317.54364640838287","-317.54364640838287","-317.54364640838287","","","","","","","-319.0263297576632","-319.0263297576632","-319.0263297576632"
"126772","-663.2771069199837","-663.2771069199837","-663.2771069199837","-336.41000808507124","-336.41000808507124","-336.41000808507124","-327.32166651708667","-327.32166651708667","-327.32166651708667","","","","","","","-302.9711434034999","-302.9711434034999","-302.9711434034999"
"126854","-640.2539922525045","-640.2539922525045","-640.2539922525045","-299.5017424000445","-299.5017424000445","-299.5017424000445","-294.1536332059339","-294.1536332059339","-294.1536332059339","","","","","","","-283.2941896253122","-283.2941896253122","-283.2941896253122"
"126936","-653.6858229668007","-653.6858229668007","-653.6858229668007","-346.288868757773","-346.288868757773","-346.288868757773","-333.4384780553617","-333.4384780553617","-333.4384780553617","","","","","","","-299.306421366144","-299.306421366144","-299.306421366144"
"127018","-612.109496515153","-612.109496515153","-612.109496515153","-289.4001402530503","-289.4001402530503","-289.4001402530503","-276.89811558042896","-276.89811558042896","-276.89811558042896","","","","","","","-354.23257609498154","-354.23257609498154","-354.23257609498154"
"127100","-646.6054902234946","-646.6054902234946","-646.6054902234946","-331.07383080282665","-331.07383080282665","-331.07383080282665","-323.1832521750766","-323.1832521750766","-323.1832521750766","","","","","","","-331.19389510816217","-331.19389510816217","-331.19389510816217"
"127264","-551.4191537666446","-551.4191537666446","-551.4191537666446","-290.19670403928546","-290.19670403928546","-290.19670403928546","-285.388244129052","-285.388244129052","-285.388244129052","","","","","","","-297.4159132365423","-297.4159132365423","-297.4159132365423"
"127346","-644.2622349980245","-644.2622349980245","-644.2622349980245","-315.0151200475157","-315.0151200475157","-315.0151200475157","-311.39211589804324","-311.39211589804324","-311.39211589804324","","","","","","","-302.63385358506343","-302.63385358506343","-302.63385358506343"
"127428","-618.7480568008622","-618.7480568008622","-618.7480568008622","-319.4222975267277","-319.4222975267277","-319.4222975267277","-316.8767063928467","-316.8767063928467","-316.8767063928467","","","","","","","-288.31244758993313","-288.31244758993313","-288.31244758993313"
"127510","-672.158240118015","-672.158240118015","-672.158240118015","-315.129011205923","-315.129011205923","-315.129011205923","-306.19851168781736","-306.19851168781736","-306.19851168781736","","","","","","","-320.3729653453196","-320.3729653453196","-320.3729653453196"
"127674","-626.6804873356068","-626.6804873356068","-626.6804873356068","-325.5341421964044","-325.5341421964044","-325.5341421964044","-321.83578474464935","-321.83578474464935","-321.83578474464935","","","","","","","-294.63181462441315","-294.63181462441315","-294.63181462441315"
"127756","-644.8875915085869","-644.8875915085869","-644.8875915085869","-339.26722197185865","-339.26722197185865","-339.26722197185865","-328.59348811237834","-328.59348811237834","-328.59348811237834","","","","","","","-316.46880411822076","-316.46880411822076","-316.46880411822076"
"127838","-617.8720815112121","-617.8720815112121","-617.8720815112121","-298.9103547554261","-298.9103547554261","-298.9103547554261","-300.00002799059695","-300.00002799059695","-300.00002799059695","","","","","","","-321.6613214143256","-321.6613214143256","-321.6613214143256"
"127920","-677.2460040805361","-677.2460040805361","-677.2460040805361","-342.4862810688078","-342.4862810688078","-342.4862810688078","-331.46630791903425","-331.46630791903425","-331.46630791903425","","","","","","","-337.07265197005654","-337.07265197005654","-337.07265197005654"
"128002","-657.6657910556991","-657.6657910556991","-657.6657910556991","-339.2152096646516","-339.2152096646516","-339.2152096646516","-326.55073263514566","-326.55073263514566","-326.55073263514566","","","","","","","-297.19678843307094","-297.19678843307094","-297.19678843307094"
"128166","-626.5903155782839","-626.5903155782839","-626.5903155782839","-318.0975575504914","-318.0975575504914","-318.0975575504914","-315.36979916862873","-315.36979916862873","-315.36979916862873","","","","","","","-319.2701300077746","-319.2701300077746","-319.2701300077746"
"128248","-613.0836285236483","-613.0836285236483","-613.0836285236483","-303.5497070938902","-303.5497070938902","-303.5497070938902","-294.43188183522454","-294.43188183522454","-294.43188183522454","","","","","","","-294.54799323572956","-294.54799323572956","-294.54799323572956"
"128330","-688.1371583897597","-688.1371583897597","-688.1371583897597","-338.44814291653444","-338.44814291653444","-338.44814291653444","-323.39463501608634","-323.39463501608634","-323.39463501608634","","","","","","","-274.03517452747053","-274.03517452747053","-274.03517452747053"
"128412","-713.6248360716023","-713.6248360716023","-713.6248360716023","-348.58788844770015","-348.58788844770015","-348.58788844770015","-336.73611106311307","-336.73611106311307","-336.73611106311307","","","","","","","-326.0286610315059","-326.0286610315059","-326.0286610315059"
"128576","-608.3417655151911","-608.3417655151911","-608.3417655151911","-285.202178778048","-285.202178778048","-285.202178778048","-285.9841683327925","-285.9841683327925","-285.9841683327925","","","","","","","-313.41328532973233","-313.41328532973233","-313.41328532973233"
"128658","-591.889706314019","-591.889706314019","-591.889706314019","-277.79011350804774","-277.79011350804774","-277.79011350804774","-277.621051112144","-277.621051112144","-277.621051112144","","","","","","","-320.6128718792794","-320.6128718792794","-320.6128718792794"
"128740","-613.8732038074266","-613.8732038074266","-613.8732038074266","-335.9434187825399","-335.9434187825399","-335.9434187825399","-327.2507886003687","-327.2507886003687","-327.2507886003687","","","","","","","-295.9775450242671","-295.9775450242671","-295.9775450242671"
"128822","-652.5069327187217","-652.5069327187217","-652.5069327187217","-319.0632032223572","-319.0632032223572","-319.0632032223572","-318.2734942812589","-318.2734942812589","-318.2734942812589","","","","","","","-312.85216281818924","-312.85216281818924","-312.85216281818924"
"128904","-603.956174289056","-603.956174289056","-603.956174289056","-329.3795728192797","-329.3795728192797","-329.3795728192797","-321.9467428586099","-321.9467428586099","-321.9467428586099","","","","","","","-306.0324528898923","-306.0324528898923","-306.0324528898923"
"129068","-584.1377209621319","-584.1377209621319","-584.1377209621319","-302.32028573753763","-302.32028573753763","-302.32028573753763","-298.336698199039","-298.336698199039","-298.336698199039","","","","","","","-285.57779957313653","-285.57779957313653","-285.57779957313653"
"129150","-594.5638353605375","-594.5638353605375","-594.5638353605375","-315.0240854523933","-315.0240854523933","-315.0240854523933","-310.61688063901875","-310.61688063901875","-310.61688063901875","","","","","","","-326.306747099634","-326.306747099634","-326.306747099634"
"129232","-622.2924514640814","-622.2924514640814","-622.2924514640814","-308.98241622424086","-308.98241622424086","-308.98241622424086","-302.4124969405231","-302.4124969405231","-302.4124969405231","","","","","","","-315.9061371155474","-315.9061371155474","-315.9061371155474"
"129314","-595.4206436612023","-595.4206436612023","-595.4206436612023","-301.54487064338275","-301.54487064338275","-301.54487064338275","-292.30901823194336","-292.30901823194336","-292.30901823194336","","","","","","","-336.6833465680832","-336.6833465680832","-336.6833465680832"
"129478","-641.0133913497042","-641.0133913497042","-641.0133913497042","-310.81878416093","-310.81878416093","-310.81878416093","-309.5995562439783","-309.5995562439783","-309.5995562439783","","","","","","","-335.4771354624052","-335.4771354624052","-335.4771354624052"
"129560","-585.1862759929397","-585.1862759929397","-585.1862759929397","-291.21455230713974","-291.21455230713974","-291.21455230713974","-285.363558165521","-285.363558165521","-285.363558165521","","","","","","","-301.13059072154755","-301.13059072154755","-301.13059072154755"
"129642","-595.11665826067","-595.11665826067","-595.11665826067","-312.9984441904633","-312.9984441904633","-312.9984441904633","-308.1586674105285","-308.1586674105285","-308.1586674105285","","","","","","","-294.10012463784767","-294.10012463784767","-294.10012463784767"
"129724","-650.8787794409232","-650.8787794409232","-650.8787794409232","-329.05726579050986","-329.05726579050986","-329.05726579050986","-318.9615769085142","-318.9615769085142","-318.9615769085142","","","","","","","-312.0227781863979","-312.0227781863979","-312.0227781863979"
"129806","-597.2664098160953","-597.2664098160953","-597.2664098160953","-318.4251639659024","-318.4251639659024","-318.4251639659024","-308.5030125665811","-308.5030125665811","-308.5030125665811","","","","","","","-315.0043227257828","-315.0043227257828","-315.0043227257828"
"129970","-582.5035297181851","-582.5035297181851","-582.5035297181851","-290.453033432341","-290.453033432341","-290.453033432341","-280.73685882443044","-280.73685882443044","-280.73685882443044","","","","","","","-303.9347711874517","-303.9347711874517","-303.9347711874517"
"130052","-645.2485555017522","-645.2485555017522","-645.2485555017522","-297.69162059648306","-297.69162059648306","-297.69162059648306","-297.8698583591911","-297.8698583591911","-297.8698583591911","","","","","","","-311.8671745276147","-311.8671745276147","-311.8671745276147"
"130134","-620.0991468972616","-620.0991468972616","-620.0991468972616","-306.8385321040043","-306.8385321040043","-306.8385321040043","-302.6367044673878","-302.6367044673878","-302.6367044673878","","","","","","","-301.18652211965286","-301.18652211965286","-301.18652211965286"
"130216","-616.84619802122","-616.84619802122","-616.84619802122","-330.36893930683465","-330.36893930683465","-330.36893930683465","-336.5592761865283","-336.5592761865283","-336.5592761865283","","","","","","","-313.99346937567975","-313.99346937567975","-313.99346937567975"
"130380","-646.8703562246048","-646.8703562246048","-646.8703562246048","-298.9101577714344","-298.9101577714344","-298.9101577714344","-294.3383437563071","-294.3383437563071","-294.3383437563071","","","","","","","-276.56060692203874","-276.56060692203874","-276.56060692203874"
"130462","-622.302841392058","-622.302841392058","-622.302841392058","-295.4494339060251","-295.4494339060251","-295.4494339060251","-287.0889776349918","-287.0889776349918","-287.0889776349918","","","","","","","-277.55372407086924","-277.55372407086924","-277.55372407086924"
"130544","-603.1070029175374","-603.1070029175374","-603.1070029175374","-298.5949367686055","-298.5949367686055","-298.5949367686055","-300.63810753691274","-300.63810753691274","-300.63810753691274","","","","","","","-284.83459295702437","-284.83459295702437","-284.83459295702437"
"130626","-607.3231138397997","-607.3231138397997","-607.3231138397997","-317.6178762727526","-317.6178762727526","-317.6178762727526","-310.20096981599994","-310.20096981599994","-310.20096981599994","","","","","","","-274.69419815205873","-274.69419815205873","-274.69419815205873"
"130708","-664.7339621991003","-664.7339621991003","-664.7339621991003","-318.0688216448841","-318.0688216448841","-318.0688216448841","-307.4287161445509","-307.4287161445509","-307.4287161445509","","","","","","","-294.4363728661527","-294.4363728661527","-294.4363728661527"
"130872","-610.2734258213231","-610.2734258213231","-610.2734258213231","-319.15124813235803","-319.15124813235803","-319.15124813235803","-315.9085198987189","-315.9085198987189","-315.9085198987189","","","","","","","-316.129757646442","-316.129757646442","-316.129757646442"
"130954","-586.0363981747483","-586.0363981747483","-586.0363981747483","-312.66973163485187","-312.66973163485187","-312.66973163485187","-308.5135426664158","-308.5135426664158","-308.5135426664158","","","","","","","-309.49480213846005","-309.49480213846005","-309.49480213846005"
"131036","-625.3978324579314","-625.3978324579314","-625.3978324579314","-320.81542987098044","-320.81542987098044","-320.81542987098044","-315.51778414141404","-315.51778414141404","-315.51778414141404","","","","","","","-311.79184711375297","-311.79184711375297","-311.79184711375297"
"131118","-600.4878532466778","-600.4878532466778","-600.4878532466778","-281.7046424546368","-281.7046424546368","-281.7046424546368","-270.21274396514934","-270.21274396514934","-270.21274396514934","","","","","","","-322.39533797746736","-322.39533797746736","-322.39533797746736"
"131200","-607.3569270611033","-607.3569270611033","-607.3569270611033","-321.5280095494488","-321.5280095494488","-321.5280095494488","-322.1734735323639","-322.1734735323639","-322.1734735323639","","","","","","","-298.3293028219939","-298.3293028219939","-298.3293028219939"
"131364","-626.1489885105674","-626.1489885105674","-626.1489885105674","-311.59895060022296","-311.59895060022296","-311.59895060022296","-312.11481001277","-312.11481001277","-312.11481001277","","","","","","","-326.3592500486459","-326.3592500486459","-326.3592500486459"
"131446","-593.0085130879758","-593.0085130879758","-593.0085130879758","-313.0993573834301","-313.0993573834301","-313.0993573834301","-311.84024699434946","-311.84024699434946","-311.84024699434946","","","","","","","-269.1538182498292","-269.1538182498292","-269.1538182498292"
"131528","-634.3352354469198","-634.3352354469198","-634.3352354469198","-334.1036249116917","-334.1036249116917","-334.1036249116917","-323.67829005418923","-323.67829005418923","-323.67829005418923","","","","","","","-305.53171897583843","-305.53171897583843","-305.53171897583843"
"131610","-602.1566876235272","-602.1566876235272","-602.1566876235272","-305.482498152627","-305.482498152627","-305.482498152627","-308.5086669244333","-308.5086669244333","-308.5086669244333","","","","","","","-300.695241413871","-300.695241413871","-300.695241413871"
"131774","-564.4020499720394","-564.4020499720394","-564.4020499720394","-270.7266139665944","-270.7266139665944","-270.7266139665944","-270.15106779682355","-270.15106779682355","-270.15106779682355","","","","","","","-294.0133761543161","-294.0133761543161","-294.0133761543161"
"131856","-620.8682274411522","-620.8682274411522","-620.8682274411522","-329.78882741504333","-329.78882741504333","-329.78882741504333","-315.6568936788452","-315.6568936788452","-315.6568936788452","","","","","","","-331.2229283092292","-331.2229283092292","-331.2229283092292"
"131938","-619.0724788933273","-619.0724788933273","-619.0724788933273","-293.69416555041886","-293.69416555041886","-293.69416555041886","-299.1053870450557","-299.1053870450557","-299.1053870450557","","","","","","","-314.50728279937704","-314.50728279937704","-314.50728279937704"
"132020","-639.4131286379603","-639.4131286379603","-639.4131286379603","-334.06388397886934","-334.06388397886934","-334.06388397886934","-326.8823526501385","-326.8823526501385","-326.8823526501385","","","","","","","-250.3724927419108","-250.3724927419108","-250.3724927419108"
"132102","-608.2486288236335","-608.2486288236335","-608.2486288236335","-277.0072908200106","-277.0072908200106","-277.0072908200106","-270.6999752017404","-270.6999752017404","-270.6999752017404","","","","","","","-331.60736470020913","-331.60736470020913","-331.60736470020913"
"132266","-607.6961098221229","-607.6961098221229","-607.6961098221229","-323.4498447955575","-323.4498447955575","-323.4498447955575","-318.5220661849059","-318.5220661849059","-318.5220661849059","","","","","","","-297.5207106756597","-297.5207106756597","-297.5207106756597"
"132348","-585.2322336395694","-585.2322336395694","-585.2322336395694","-309.4454366146297","-309.4454366146297","-309.4454366146297","-306.11878577666715","-306.11878577666715","-306.11878577666715","","","","","","","-308.2475957829842","-308.2475957829842","-308.2475957829842"
"132430","-627.3809190489651","-627.3809190489651","-627.3809190489651","-322.98844055739215","-322.98844055739215","-322.98844055739215","-311.4649315211848","-311.4649315211848","-311.4649315211848","","","","","","","-309.265832903088","-309.265832903088","-309.265832903088"
"132512","-605.8201428550057","-605.8201428550057","-605.8201428550057","-306.8861509631944","-306.8861509631944","-306.8861509631944","-302.9315127288982","-302.9315127288982","-302.9315127288982","","","","","","","-325.60278333389147","-325.60278333389147","-325.60278333389147"
"132676","-610.9072452699863","-610.9072452699863","-610.9072452699863","-333.1168448575097","-333.1168448575097","-333.1168448575097","-332.58868744756984","-332.58868744756984","-332.58868744756984","","","","","","","-287.7314393800039","-287.7314393800039","-287.7314393800039"
"132758","-588.4437872129748","-588.4437872129748","-588.4437872129748","-279.9005811971667","-279.9005811971667","-279.9005811971667","-269.90376545032154","-269.90376545032154","-269.90376545032154","","","","","","","-320.32258719849125","-320.32258719849125","-320.32258719849125"
"132840","-626.5425037833797","-626.5425037833797","-626.5425037833797","-327.8314793610169","-327.8314793610169","-327.8314793610169","-324.4276841864184","-324.4276841864184","-324.4276841864184","","","","","","","-315.41110808848856","-315.41110808848856","-315.41110808848856"
"132922","-640.8891286537025","-640.8891286537025","-640.8891286537025","-349.10397659263367","-349.10397659263367","-349.10397659263367","-337.12433895184506","-337.12433895184506","-337.12433895184506","","","","","","","-296.0406837867659","-296.0406837867659","-296.0406837867659"
"133004","-580.5017627115725","-580.5017627115725","-580.5017627115725","-307.5370261180124","-307.5370261180124","-307.5370261180124","-301.32057876254584","-301.32057876254584","-301.32057876254584","","","","","","","-286.8694878704447","-286.8694878704447","-286.8694878704447"
"133168","-641.20908024227","-641.20908024227","-641.20908024227","-349.0370122905808","-349.0370122905808","-349.0370122905808","-343.43196912013997","-343.43196912013997","-343.43196912013997","","","","","","","-293.390842806233","-293.390842806233","-293.390842806233"
"133250","-597.9068579035164","-597.9068579035164","-597.9068579035164","-301.27814639295127","-301.27814639295127","-301.27814639295127","-293.40119029066784","-293.40119029066784","-293.40119029066784","","","","","","","-308.1902550475757","-308.1902550475757","-308.1902550475757"
"133332","-626.9585356165776","-626.9585356165776","-626.9585356165776","-307.2033709870521","-307.2033709870521","-307.2033709870521","-294.3127568270509","-294.3127568270509","-294.3127568270509","","","","","","","-297.48485998647516","-297.48485998647516","-297.48485998647516"
"133414","-617.9213817401692","-617.9213817401692","-617.9213817401692","-307.2466018924485","-307.2466018924485","-307.2466018924485","-303.0299872591551","-303.0299872591551","-303.0299872591551","","","","","","","-303.99470778767795","-303.99470778767795","-303.99470778767795"
"133578","-640.8627713750149","-640.8627713750149","-640.8627713750149","-303.04371325035794","-303.04371325035794","-303.04371325035794","-302.7209610924273","-302.7209610924273","-302.7209610924273","","","","","","","-315.08498706445954","-315.08498706445954","-315.08498706445954"
"133660","-596.8913844894225","-596.8913844894225","-596.8913844894225","-306.0593020256696","-306.0593020256696","-306.0593020256696","-302.6506114762057","-302.6506114762057","-302.6506114762057","","","","","","","-307.5935935317894","-307.5935935317894","-307.5935935317894"
"133742","-594.203198556941","-594.203198556941","-594.203198556941","-324.75770358049994","-324.75770358049994","-324.75770358049994","-313.89711926421006","-313.89711926421006","-313.89711926421006","","","","","","","-320.90726248402115","-320.90726248402115","-320.90726248402115"
"133824","-656.7060451763595","-656.7060451763595","-656.7060451763595","-300.8854937282734","-300.8854937282734","-300.8854937282734","-292.4314461961413","-292.4314461961413","-292.4314461961413","","","","","","","-332.248940410381","-332.248940410381","-332.248940410381"
"133906","-612.1954319108368","-612.1954319108368","-612.1954319108368","-303.80408527661643","-303.80408527661643","-303.80408527661643","-294.81956115359947","-294.81956115359947","-294.81956115359947","","","","","","","-277.59470999705275","-277.59470999705275","-277.59470999705275"
"134070","-642.0271572272071","-642.0271572272071","-642.0271572272071","-357.74809454150176","-357.74809454150176","-357.74809454150176","-352.55005300631484","-352.55005300631484","-352.55005300631484","","","","","","","-350.5908929343383","-350.5908929343383","-350.5908929343383"
"134152","-632.3151773091141","-632.3151773091141","-632.3151773091141","-319.52989845715774","-319.52989845715774","-319.52989845715774","-316.361981151598","-316.361981151598","-316.361981151598","","","","","","","-310.75631039882757","-310.75631039882757","-310.75631039882757"
"134234","-577.6777738025243","-577.6777738025243","-577.6777738025243","-311.9534643289119","-311.9534643289119","-311.9534643289119","-304.76309733420925","-304.76309733420925","-304.76309733420925","","","","","","","-312.96247384912067","-312.96247384912067","-312.96247384912067"
"134316","-598.7670680072863","-598.7670680072863","-598.7670680072863","-309.13331955463536","-309.13331955463536","-309.13331955463536","-303.57248075681383","-303.57248075681383","-303.57248075681383","","","","","","","-293.1330388342419","-293.1330388342419","-293.1330388342419"
"134480","-637.6735216837355","-637.6735216837355","-637.6735216837355","-303.4935968728161","-303.4935968728161","-303.4935968728161","-291.0007305166122","-291.0007305166122","-291.0007305166122","","","","","","","-299.30050021761986","-299.30050021761986","-299.30050021761986"
"134562","-647.0933295371054","-647.0933295371054","-647.0933295371054","-314.92643135132965","-314.92643135132965","-314.92643135132965","-304.0776295302882","-304.0776295302882","-304.0776295302882","","","","","","","-328.41861986213445","-328.41861986213445","-328.41861986213445"
"134644","-618.0942186692063","-618.0942186692063","-618.0942186692063","-326.6602486039172","-326.6602486039172","-326.6602486039172","-310.833155525079","-310.833155525079","-310.833155525079","","","","","","","-332.2377169500746","-332.2377169500746","-332.2377169500746"
"134726","-624.498551103098","-624.498551103098","-624.498551103098","-320.5033080942027","-320.5033080942027","-320.5033080942027","-315.30108139685564","-315.30108139685564","-315.30108139685564","","","","","","","-303.96733341940535","-303.96733341940535","-303.96733341940535"
"134808","-647.6390648496388","-647.6390648496388","-647.6390648496388","-322.3088236774178","-322.3088236774178","-322.3088236774178","-308.2467494283844","-308.2467494283844","-308.2467494283844","","","","","","","-309.2880713984183","-309.2880713984183","-309.2880713984183"
"134972","-635.6202738984148","-635.6202738984148","-635.6202738984148","-301.67360255474483","-301.67360255474483","-301.67360255474483","-289.820040663826","-289.820040663826","-289.820040663826","","","","","","","-331.92445237596485","-331.92445237596485","-331.92445237596485"
"135054","-610.8491192254295","-610.8491192254295","-610.8491192254295","-323.4121540306151","-323.4121540306151","-323.4121540306151","-319.5864899831487","-319.5864899831487","-319.5864899831487","","","","","","","-331.7782505951653","-331.7782505951653","-331.7782505951653"
"135136","-627.9476174750807","-627.9476174750807","-627.9476174750807","-329.2888397845759","-329.2888397845759","-329.2888397845759","-319.5539352953743","-319.5539352953743","-319.5539352953743","","","","","","","-301.4638277592869","-301.4638277592869","-301.4638277592869"
"135218","-633.2377912236374","-633.2377912236374","-633.2377912236374","-320.7558206999209","-320.7558206999209","-320.7558206999209","-312.0297087500998","-312.0297087500998","-312.0297087500998","","","","","","","-306.2238289505831","-306.2238289505831","-306.2238289505831"
"135300","-644.9473155386783","-644.9473155386783","-644.9473155386783","-302.5377783689069","-302.5377783689069","-302.5377783689069","-297.16595686670894","-297.16595686670894","-297.16595686670894","","","","","","","-284.35928007582896","-284.35928007582896","-284.35928007582896"
"135464","-593.7198703179082","-593.7198703179082","-593.7198703179082","-306.6513285833564","-306.6513285833564","-306.6513285833564","-300.1290535514496","-300.1290535514496","-300.1290535514496","","","","","","","-305.8373649391723","-305.8373649391723","-305.8373649391723"
"135546","-650.8442666380073","-650.8442666380073","-650.8442666380073","-335.807587114725","-335.807587114725","-335.807587114725","-331.39768540195064","-331.39768540195064","-331.39768540195064","","","","","","","-290.2163968731874","-290.2163968731874","-290.2163968731874"
"135628","-594.3032407961849","-594.3032407961849","-594.3032407961849","-284.3811941405053","-284.3811941405053","-284.3811941405053","-281.2700271202698","-281.2700271202698","-281.2700271202698","","","","","","","-290.72560769147725","-290.72560769147725","-290.72560769147725"
"135710","-581.7365756358294","-581.7365756358294","-581.7365756358294","-315.2339161944949","-315.2339161944949","-315.2339161944949","-305.698854293116","-305.698854293116","-305.698854293116","","","","","","","-321.8973295947278","-321.8973295947278","-321.8973295947278"
"135874","-568.9509579743051","-568.9509579743051","-568.9509579743051","-308.70253495996667","-308.70253495996667","-308.70253495996667","-297.27151799275435","-297.27151799275435","-297.27151799275435","","","","","","","-320.5231103419567","-320.5231103419567","-320.5231103419567"
"135956","-624.625433778722","-624.625433778722","-624.625433778722","-305.32451194562805","-305.32451194562805","-305.32451194562805","-300.2349100228613","-300.2349100228613","-300.2349100228613","","","","","","","-346.1987408345351","-346.1987408345351","-346.1987408345351"
"136038","-667.6297804281513","-667.6297804281513","-667.6297804281513","-313.8835540469466","-313.8835540469466","-313.8835540469466","-311.16446014596767","-311.16446014596767","-311.16446014596767","","","","","","","-321.2049139226953","-321.2049139226953","-321.2049139226953"
"136120","-609.8741527325425","-609.8741527325425","-609.8741527325425","-289.92620506200177","-289.92620506200177","-289.92620506200177","-283.2492316637968","-283.2492316637968","-283.2492316637968","","","","","","","-326.48666022865484","-326.48666022865484","-326.48666022865484"
"136202","-621.3059399413391","-621.3059399413391","-621.3059399413391","-330.8275227686253","-330.8275227686253","-330.8275227686253","-320.71671468431146","-320.71671468431146","-320.71671468431146","","","","","","","-311.5020861270756","-311.5020861270756","-311.5020861270756"
"136366","-652.0925527645596","-652.0925527645596","-652.0925527645596","-308.5292169349094","-308.5292169349094","-308.5292169349094","-297.35892104502454","-297.35892104502454","-297.35892104502454","","","","","","","-313.6225595845675","-313.6225595845675","-313.6225595845675"
"136448","-563.7966242170968","-563.7966242170968","-563.7966242170968","-309.07372091755104","-309.07372091755104","-309.07372091755104","-301.22398721630526","-301.22398721630526","-301.22398721630526","","","","","","","-309.16322391522004","-309.16322391522004","-309.16322391522004"
"136530","-618.1332291567644","-618.1332291567644","-618.1332291567644","-324.6989349510787","-324.6989349510787","-324.6989349510787","-318.2608541594242","-318.2608541594242","-318.2608541594242","","","","","","","-274.3414866601291","-274.3414866601291","-274.3414866601291"
"136612","-614.7936696855996","-614.7936696855996","-614.7936696855996","-305.0968194581663","-305.0968194581663","-305.0968194581663","-299.4815349869448","-299.4815349869448","-299.4815349869448","","","","","","","-302.98551594111234","-302.98551594111234","-302.98551594111234"
"136776","-604.6857803424157","-604.6857803424157","-604.6857803424157","-301.36748135558764","-301.36748135558764","-301.36748135558764","-284.5887229386426","-284.5887229386426","-284.5887229386426","","","","","","","-306.3917562275913","-306.3917562275913","-306.3917562275913"
"136858","-594.8587314163741","-594.8587314163741","-594.8587314163741","-324.73174613296936","-324.73174613296936","-324.73174613296936","-307.11564603546833","-307.11564603546833","-307.11564603546833","","","","","","","-312.23394143842296","-312.23394143842296","-312.23394143842296"
